n,resid_R2_iso,resid_R2_iso_ci_low,resid_R2_iso_ci_high,resid_iso_slope_raw,resid_iso_slope_raw_ci_low,resid_iso_slope_raw_ci_high,resid_iso_slope_std,resid_iso_slope_std_ci_low,resid_iso_slope_std_ci_high,resid_iso_intercept_raw,null_R2_shuffled_iso,null_R2_shuffled_iso_ci_low,null_R2_shuffled_iso_ci_high,null_slope_std,null_slope_raw,scope,condition_id,rule,L,rho,horizon
1000,0.22544117057577073,0.18257411037120044,0.2671872258031472,-0.7802443375468747,-0.8699731883927222,-0.6854594626828906,-0.47480645591205967,-0.5168986752352636,-0.427286433285127,175.0306517532153,5.977361706843709e-05,1.0029438982817053e-06,0.004426563170205934,-0.007731339927104512,-0.01270482767170007,condition,GoL_L64_rho0.30,GoL,64,0.3,200
1000,0.3721250625821454,0.32824900004756874,0.4268504202364856,-0.9569566884114826,-1.035236363001749,-0.881536157025156,-0.6100205427542132,-0.6533378161549321,-0.5729301712682651,200.91688455874436,0.0013215632568642777,1.5243144652760114e-06,0.0054925153639627956,0.036353311497911656,0.05702848042914096,condition,GoL_L64_rho0.35,GoL,64,0.35,1
1000,0.3586493844719736,0.3134564406170855,0.40725154463299323,-0.8695467749200074,-0.9464096802495695,-0.8105424250554993,-0.5988734294255951,-0.6381623646443388,-0.5598717934894787,182.5648235815552,0.0005974637384347226,7.610783601341709e-07,0.005072825176390445,-0.02444307137891005,-0.035490627639060184,condition,GoL_L64_rho0.35,GoL,64,0.35,5
1000,0.3251887723404536,0.27846968934444516,0.373021237978913,-0.8462564033611526,-0.9232833655277111,-0.7672668573057889,-0.5702532528100592,-0.6107545701667796,-0.5277020625992223,177.67491691128737,0.00021441890843576505,8.396635812951694e-07,0.005600878343495419,0.014643049833822018,0.021730300748912797,condition,GoL_L64_rho0.35,GoL,64,0.35,10
1000,0.2634953678255145,0.21967019359371873,0.31526210380639386,-0.816717669532832,-0.9053912290968705,-0.7369742191804524,-0.5133179987352031,-0.5614812692697684,-0.46868751128445557,171.47314158909614,0.0005810496254424757,9.424121776763218e-07,0.004178614627101653,0.024104970969539962,0.03835235811506158,condition,GoL_L64_rho0.35,GoL,64,0.35,25
1000,0.24096231452461625,0.1894327648422388,0.28570404131102933,-0.7975532953557529,-0.8703478986795461,-0.7116747462808146,-0.490879124148314,-0.5345128723941402,-0.43522800969040487,167.4495045731217,0.0015095426309876814,6.203798397247385e-07,0.0048940159822998715,0.038852832985352394,0.06312593764328016,condition,GoL_L64_rho0.35,GoL,64,0.35,50
1000,0.2121733543637906,0.1685986521878125,0.2590589532924136,-0.7580171529240789,-0.8431093714325512,-0.6730361295699882,-0.46062278967045295,-0.5089779365683686,-0.4106072612269208,159.148733325022,0.00029496708313259123,1.6765879219088343e-06,0.004127496764982519,-0.01717460576352568,-0.028263138636226082,condition,GoL_L64_rho0.35,GoL,64,0.35,100
1000,0.23663719509968717,0.18748561024175514,0.28012246575905186,-0.8216207030178584,-0.9063292051983595,-0.7098347689921779,-0.48645369265705735,-0.5292636777170675,-0.43299603864605135,172.50255308141152,0.00032071264169375446,8.69479484549851e-07,0.005808113877309115,-0.017908451683319827,-0.03024739021229653,condition,GoL_L64_rho0.35,GoL,64,0.35,200
1000,0.3290216620059492,0.28637683930522817,0.37634013115394677,-0.6139537073516848,-0.660680508879004,-0.5585632519712287,-0.5736040986655774,-0.6134656373932892,-0.5351418866842667,485.7761360530443,2.0851388024545336e-05,7.869645480051979e-07,0.005589297278523507,-0.004566332009882553,-0.0048875460844650396,condition,HighLife_L128_rho0.20,HighLife,128,0.2,1
1000,0.21114866254926945,0.1730099927906412,0.2518984331024441,-0.5908408389413504,-0.6677860068790719,-0.5244735218027912,-0.4595091539341404,-0.5018909622611106,-0.4159446911772538,467.48863363220886,0.00018315677568636612,5.162463458505129e-06,0.004635206529913036,0.013533542614055245,0.017401545983310198,condition,HighLife_L128_rho0.20,HighLife,128,0.2,5
1000,0.17754549980222611,0.13958377059064134,0.21975499791715467,-0.5828758548500573,-0.6609579611745415,-0.510910856093737,-0.4213614835295532,-0.46878032883022724,-0.373607192226674,461.18653112959146,0.00010808811844309485,3.1430793334952246e-07,0.004940170548843496,-0.010396543581551216,-0.014381699477658891,condition,HighLife_L128_rho0.20,HighLife,128,0.2,10
1000,0.1386458973964182,0.10943899495925902,0.17929961537718708,-0.5477139318474138,-0.6275758678564458,-0.47772273771079043,-0.3723518462374238,-0.4234329767244169,-0.3308156011219502,433.3655034399019,0.0006307361934775324,6.120534103176701e-07,0.004102168599509101,0.02511446183929846,0.03694231888261669,condition,HighLife_L128_rho0.20,HighLife,128,0.2,25
1000,0.1300187002137443,0.10168095297850635,0.16476213009521481,-0.5708027174244362,-0.644378996572632,-0.4971802929054029,-0.36058105914446514,-0.40590897576937274,-0.31886939802549513,451.633950896867,0.002936382896965184,5.330606540066008e-07,0.004890603977073094,-0.05418840186760589,-0.08578067609071093,condition,HighLife_L128_rho0.20,HighLife,128,0.2,50
1000,0.12513244868029016,0.08569131639165516,0.16838666542968522,-0.5779484368709454,-0.670154511621274,-0.4724823502693514,-0.35374065172141317,-0.41034823487087646,-0.29270733709359303,457.28782991165053,0.0018357185862570846,1.4879111837368124e-06,0.005531607627072343,-0.042845286628251385,-0.07000147230346315,condition,HighLife_L128_rho0.20,HighLife,128,0.2,100
1000,0.11219618330597436,0.07802746643294059,0.15388853036543074,-0.5849110101640229,-0.6777146400511395,-0.4751527875796673,-0.3349569872475783,-0.3922862737519927,-0.2793337428910353,462.79679892803927,0.0007077691691063093,1.0883415248047479e-06,0.005806818381769468,-0.02660393145958345,-0.04645650939312324,condition,HighLife_L128_rho0.20,HighLife,128,0.2,200
1000,0.32748261994728634,0.27650532760784546,0.3732919243481215,-0.7026239235988362,-0.7580481185678627,-0.6348618690461258,-0.5722609718889511,-0.6109761903232259,-0.5258375605587416,623.0658167297399,0.0005851483252209411,1.469524685665524e-06,0.005031935763340341,0.0241898392971306,0.029700365101035412,condition,HighLife_L128_rho0.25,HighLife,128,0.25,1
1000,0.2735527163804138,0.22125297204918665,0.3242525536071061,-0.6813060832832467,-0.7481685720185113,-0.6061865821285998,-0.5230226729123835,-0.5694317156411784,-0.4703744830807443,604.1617954730849,0.0004533860606634743,1.3333629444695072e-06,0.004435155794171676,-0.021292864078452864,-0.027736766642243574,condition,HighLife_L128_rho0.25,HighLife,128,0.25,5
1000,0.23088924779176434,0.18323854557297023,0.27822840567215423,-0.6648559021044348,-0.7390207184117797,-0.5791942287097436,-0.48050936285546486,-0.5274735855115799,-0.4280637031322462,589.5742683091497,0.0006420747548200323,6.39151375764202e-07,0.005158054105186681,-0.025339194044404982,-0.035060529549056245,condition,HighLife_L128_rho0.25,HighLife,128,0.25,10
1000,0.229540765845606,0.1887223439824783,0.2740434227584948,-0.707011528322378,-0.7966435241865187,-0.631045672434346,-0.4791041283954944,-0.5234915609592441,-0.4344098172094965,626.9566129704351,0.00026869826819186926,9.048819073542714e-07,0.005092365642920652,0.01639201842946186,0.02418961832141747,condition,HighLife_L128_rho0.25,HighLife,128,0.25,25
1000,0.16123913770772813,0.12371225202465942,0.19970964137926273,-0.6267165785341522,-0.7065052279548605,-0.5459141947458641,-0.4015459347418778,-0.44688868387494957,-0.35172510802486484,555.75346034673,0.0004349210495193656,1.1458330415575757e-06,0.004938636830899208,0.02085476083582331,0.03254926330054095,condition,HighLife_L128_rho0.25,HighLife,128,0.25,50
1000,0.15778756111798498,0.11912509926229474,0.2044096419843968,-0.6595431759962523,-0.7644515000204605,-0.5707005568408031,-0.3972248243979537,-0.4521148873865487,-0.345139280645013,584.8631021781965,1.4171969597853717e-08,1.2379124783606922e-06,0.005040268021788119,0.00011904608242537627,0.00019766144125488372,condition,HighLife_L128_rho0.25,HighLife,128,0.25,100
1000,0.12554148845879776,0.08853843667176886,0.16923210370842756,-0.6088533115091938,-0.7146532761317559,-0.505033036704368,-0.3543183433845867,-0.4113615728567419,-0.2975537529847789,539.9128510470076,0.0007821775201535264,7.014758129614274e-07,0.004682861993943488,0.027967436781971382,0.04805866480540801,condition,HighLife_L128_rho0.25,HighLife,128,0.25,200
1000,0.37538353497404087,0.32264802796416914,0.42747304648477397,-0.8600704845029308,-0.9309691151021858,-0.7959898723544613,-0.6126855106610901,-0.6538138535647005,-0.5680187814584746,770.6128332688121,7.594965678991983e-05,1.679008403121518e-06,0.004709118155857428,0.008714910027645944,0.012233742694174888,condition,HighLife_L128_rho0.30,HighLife,128,0.3,1
1000,0.3326067116529584,0.2829032067739038,0.3789795542211037,-0.7831869646599009,-0.853466510536163,-0.7074925284978981,-0.5767206530487341,-0.615612295401505,-0.5318864510887844,701.7261220916954,0.0005591809458138641,8.933835912772194e-07,0.004316043250187853,0.023647007121702632,0.03211264870268545,condition,HighLife_L128_rho0.30,HighLife,128,0.3,5
