condition_id,rule,L,rho,horizon,n,real_R2,real_R2_ci_low,real_R2_ci_high,real_slope_raw,real_slope_raw_ci_low,real_slope_raw_ci_high,iso_shuffle_R2,iso_shuffle_R2_ci_low,iso_shuffle_R2_ci_high,iso_shuffle_slope_raw,iso_shuffle_slope_raw_ci_low,iso_shuffle_slope_raw_ci_high,target_shuffle_R2,target_shuffle_R2_ci_low,target_shuffle_R2_ci_high,target_shuffle_slope_raw,target_shuffle_slope_raw_ci_low,target_shuffle_slope_raw_ci_high
GoL_L128_rho0.25,GoL,128,0.25,25,1000,0.21296635947816667,0.1662749187445165,0.2542340428755869,-0.6590088694201407,-0.7235008172738491,-0.5840091829410448,0.0004616250776280362,2.3449156724086873e-06,0.004914097346576338,-0.030681773040458885,-0.09387620965066676,0.08534776408447417,0.0005597382495957648,2.6287789703760562e-06,0.005412636514659912,0.03378282686992302,-0.09690750218070074,0.08161767423755423
GoL_L128_rho0.25,GoL,128,0.25,50,1000,0.20647994696634409,0.16402947063069592,0.2534295470274096,-0.6623377599245625,-0.7516908065438183,-0.5818733067103845,0.003549506892403409,3.877760406267861e-06,0.0048201173170426565,0.08684095420692495,-0.0849979785553437,0.0905536051140053,0.0004190804609272014,6.72322863642938e-07,0.004461204121559514,-0.02981631940173132,-0.08429011912478433,0.08460412661562698
GoL_L128_rho0.25,GoL,128,0.25,100,1000,0.19641050594464993,0.15743564311417405,0.24350750123233103,-0.7076113952685157,-0.8038358113779925,-0.6176807583033902,6.43494586965998e-05,2.9816308031171974e-07,0.004647272156973351,0.01280810590483638,-0.09563565271199671,0.10052840960279075,0.0005332806067765983,1.8313365711813971e-06,0.004879996886946707,0.03694437837679813,-0.10157508951742795,0.09669908738184727
GoL_L128_rho0.25,GoL,128,0.25,200,1000,0.17614723414667488,0.13421022404036412,0.22442160550242848,-0.6634001892152145,-0.7583109129610455,-0.5707726278634532,2.9560165005770855e-06,8.722588710097235e-07,0.005093639288167066,0.0027176348546307703,-0.10196159676371601,0.09753312854525745,1.9154142579469458e-05,3.353497088798286e-06,0.004222565519159224,0.006931508841703485,-0.09101122471355089,0.09543891025998565
GoL_L128_rho0.30,GoL,128,0.3,1,1000,0.336164279771326,0.29308704889854276,0.3771400376947464,-0.8376598408772916,-0.8976600958058012,-0.7610478293375111,0.0017625791768858257,7.402800140138281e-07,0.003956967053841936,-0.06065494739615205,-0.07896820193494489,0.0823865272303781,9.694630194179155e-07,5.083689914192613e-06,0.00541012601555989,-0.00148621050781169,-0.10254289381497231,0.09331167876347611
GoL_L128_rho0.30,GoL,128,0.3,5,1000,0.29227398473394195,0.2458107552722253,0.3387367424828074,-0.75363696021235,-0.8229835949430016,-0.6750530990747055,0.0029548911627305108,2.753917575831766e-06,0.0053279388033484806,0.07577707779276037,-0.09077856115432842,0.09500049590320986,0.00202119646261556,8.258385368303812e-07,0.0049112077328609255,0.06430128857032837,-0.09139476038614675,0.09200961054951076
GoL_L128_rho0.30,GoL,128,0.3,10,1000,0.2796260851554002,0.23575366155287525,0.31818675175893324,-0.734149333285267,-0.7981117023320856,-0.6674178405129764,1.6352702285060694e-05,1.7667095920742562e-06,0.004685006741253422,0.005614231706260039,-0.09262059997282608,0.08441640096385179,0.0009733974522612154,8.995147532775417e-07,0.004415540272404529,0.04457405878052437,-0.08620176439342202,0.08599761360375628
GoL_L128_rho0.30,GoL,128,0.3,25,1000,0.27246676391675895,0.22129850593061665,0.31146801114696876,-0.7786154464659829,-0.8436259243670968,-0.6998135341388781,3.669125899452563e-05,3.9094623311142224e-07,0.004984085122621459,0.009035403571743119,-0.08929675457986407,0.09436036182502183,1.2421261990969157e-05,7.184105135948915e-07,0.004797607504925947,0.005322313868544593,-0.09382492058233124,0.09033184014872292
GoL_L128_rho0.30,GoL,128,0.3,50,1000,0.23004013747313878,0.19247709539213148,0.26808831313503,-0.7349636775041098,-0.8079915364382778,-0.6578488638898966,0.0012784194268810056,3.9748287266050404e-07,0.0051693408580993075,0.054789930303578475,-0.10158043783283648,0.09017601614373451,0.001227187376610317,5.816704846089982e-07,0.0055089259422334376,-0.054352766753515726,-0.09187693863760123,0.09881584837168507
GoL_L128_rho0.30,GoL,128,0.3,100,1000,0.22688931196164286,0.1815863589541079,0.27568947252138043,-0.7806310123068658,-0.8805529398220495,-0.6940053673923353,0.0003094872260129833,5.65392891094252e-07,0.005168270819372899,0.028831029184270694,-0.09965026172991688,0.11098048362005285,0.0005720318174960992,5.026006996292076e-06,0.004585215034346412,-0.03952163665420439,-0.1111237230700478,0.10038405320800631
GoL_L128_rho0.30,GoL,128,0.3,200,1000,0.21785203809986997,0.168573018527851,0.2608057482739474,-0.786103220038646,-0.8644771037901493,-0.6839020611117785,3.9504492380770806e-05,2.184494880491661e-06,0.00444794644868481,-0.010585759048073731,-0.10549184404960489,0.09664579134786812,0.0002499712672549004,2.029977206019496e-06,0.0048133209797439425,-0.026755334885006848,-0.10392850927260912,0.10885912795635556
GoL_L128_rho0.35,GoL,128,0.35,1,1000,0.35777493033508223,0.3139431904703164,0.4066611634550822,-0.9351440227929563,-1.004452975626032,-0.866875430999363,9.007788439208131e-05,1.4512898442703426e-06,0.004373235929956876,0.014838248436489137,-0.08673784129223171,0.09927279283348016,5.159898884732339e-05,8.694332653075287e-07,0.004542147047991654,-0.011831342507454377,-0.10461396226335505,0.094369808509094
GoL_L128_rho0.35,GoL,128,0.35,5,1000,0.3168854518165449,0.27238613894059266,0.3598570486718462,-0.8000522809240775,-0.8641216260896956,-0.7271778867187868,4.146854296616098e-07,8.253046106632135e-07,0.004591139125223118,-0.0009152223249898834,-0.09545582490166216,0.07777659188734913,0.00027943575052735703,2.409034428685342e-06,0.005418457733153459,0.024810007471412328,-0.08334892328796852,0.09140515467455629
GoL_L128_rho0.35,GoL,128,0.35,10,1000,0.314890715691457,0.26565662486321184,0.3633061446992665,-0.8573195959129725,-0.9395728056003241,-0.7778408334054875,0.0036953051276316096,1.7372035747059703e-06,0.005252737217098595,-0.09287267933260165,-0.07805084323465035,0.10450061284292032,4.735761317875564e-06,1.1781520788900491e-06,0.004393750099426129,-0.003433020043020093,-0.10105688175962228,0.0924106429608775
