split_type,heldout,model,n_train,n_test,n_features,test_R2_z,test_corr_z,features
leave_condition,GoL_L64_rho0.30,fate_all,15000,1000,8,0.5701719212981311,0.7551510167325329,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.30,class_counts,15000,1000,15,0.4228293983938647,0.6551140179716122,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,GoL_L64_rho0.30,class_losses,15000,1000,15,0.5649758964869276,0.7523830808923248,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.30,class_counts_plus_losses,15000,1000,30,0.56129583642907,0.7495637875339227,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.35,iso_count,15000,1000,1,0.3720194023851515,0.6100205427542135,iso_count
leave_condition,GoL_L64_rho0.35,local_window_loss,15000,1000,1,0.5232359740828445,0.7233519897499349,iso_local_window_loss_sum
leave_condition,GoL_L64_rho0.35,local_window_delta_loss_gain,15000,1000,3,0.5357552673082363,0.7319813777950115,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.35,fate_core,15000,1000,4,0.4496613309024453,0.6713428952264392,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,GoL_L64_rho0.35,fate_all,15000,1000,8,0.5439225576602418,0.7375643357634358,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.35,class_counts,15000,1000,15,0.3734342499533677,0.6131548702710585,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,GoL_L64_rho0.35,class_losses,15000,1000,15,0.5087563133348496,0.7133286692517447,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.35,class_counts_plus_losses,15000,1000,30,0.5136524137802787,0.7167036873562995,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.20,iso_count,15000,1000,1,0.328205710800346,0.5736040986655774,iso_count
leave_condition,HighLife_L128_rho0.20,local_window_loss,15000,1000,1,0.5065553044117066,0.7118591656490414,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.20,local_window_delta_loss_gain,15000,1000,3,0.5296455750276197,0.7277890970710451,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.20,fate_core,15000,1000,4,0.3472159878640414,0.5939061376603889,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.20,fate_all,15000,1000,8,0.5217148107871374,0.7223651417471176,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.20,class_counts,15000,1000,15,0.2967970638020473,0.5527239533076463,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.20,class_losses,15000,1000,15,0.4964771013495507,0.705192226582487,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.20,class_counts_plus_losses,15000,1000,30,0.5064278428595579,0.7117896713089316,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.25,iso_count,15000,1000,1,0.3265827687649081,0.5722609718889508,iso_count
leave_condition,HighLife_L128_rho0.25,local_window_loss,15000,1000,1,0.518066485768228,0.719787578474462,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.25,local_window_delta_loss_gain,15000,1000,3,0.5289137897992471,0.7272937132328033,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.25,fate_core,15000,1000,4,0.4140389032063365,0.6434625462514758,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.25,fate_all,15000,1000,8,0.5385306309475066,0.733846484631236,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.25,class_counts,15000,1000,15,0.33733743413986483,0.5812720519077246,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.25,class_losses,15000,1000,15,0.5219334666428157,0.7224669812977195,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.25,class_counts_plus_losses,15000,1000,30,0.5276963271800719,0.7264541461969517,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.30,iso_count,15000,1000,1,0.37521135517601345,0.6126855106610904,iso_count
leave_condition,HighLife_L128_rho0.30,local_window_loss,15000,1000,1,0.5564765599004022,0.7463296247742901,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.30,local_window_delta_loss_gain,15000,1000,3,0.574727747087202,0.7588299201618456,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.30,fate_core,15000,1000,4,0.4657991309041102,0.6840760953618467,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.30,fate_all,15000,1000,8,0.5825610362311573,0.763962767738852,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.30,class_counts,15000,1000,15,0.3924818463205447,0.6271685666246685,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.30,class_losses,15000,1000,15,0.5535442816338394,0.7440227875664228,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.30,class_counts_plus_losses,15000,1000,30,0.5600038929703233,0.7484375877821281,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.35,iso_count,15000,1000,1,0.37045459364082167,0.6087146771558758,iso_count
leave_condition,HighLife_L128_rho0.35,local_window_loss,15000,1000,1,0.5136089295585791,0.7167159874545639,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.35,local_window_delta_loss_gain,15000,1000,3,0.5277832628632805,0.7265425061965392,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.35,fate_core,15000,1000,4,0.4303888350958891,0.6560831135830575,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.35,fate_all,15000,1000,8,0.5329284062748624,0.7301119809959388,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.35,class_counts,15000,1000,15,0.3772286505951301,0.6143683261342386,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.35,class_losses,15000,1000,15,0.5018054013463242,0.7091206555030634,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.35,class_counts_plus_losses,15000,1000,30,0.5065080905909319,0.7127423056655323,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.20,iso_count,15000,1000,1,0.3332452380438288,0.5777773738677275,iso_count
leave_condition,HighLife_L64_rho0.20,local_window_loss,15000,1000,1,0.5027621777686277,0.7092492310715177,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.20,local_window_delta_loss_gain,15000,1000,3,0.5312513873337406,0.728879373611547,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.20,fate_core,15000,1000,4,0.34564442932081085,0.5909961885441787,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.20,fate_all,15000,1000,8,0.5255030736802148,0.7249711957942586,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.20,class_counts,15000,1000,15,0.3165174728612772,0.5652613561811651,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.20,class_losses,15000,1000,15,0.4910407167486026,0.7007443779571205,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.20,class_counts_plus_losses,15000,1000,30,0.49920145688872186,0.7066424899711296,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.25,iso_count,15000,1000,1,0.3802900228499623,0.6169290726820771,iso_count
leave_condition,HighLife_L64_rho0.25,local_window_loss,15000,1000,1,0.5430469403547167,0.7370342556259664,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.25,local_window_delta_loss_gain,15000,1000,3,0.5613464249563482,0.7494066988140308,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.25,fate_core,15000,1000,4,0.4407310856212987,0.66399590323615,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.25,fate_all,15000,1000,8,0.5627266650503493,0.7502971337904278,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.25,class_counts,15000,1000,15,0.4016373789615941,0.633959224297786,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.25,class_losses,15000,1000,15,0.5458039771752998,0.738795407203773,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.25,class_counts_plus_losses,15000,1000,30,0.5510176367288528,0.7423091362933335,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.30,iso_count,15000,1000,1,0.3859959831046439,0.6217017324374624,iso_count
leave_condition,HighLife_L64_rho0.30,local_window_loss,15000,1000,1,0.5553245408516452,0.7455316031704132,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.30,local_window_delta_loss_gain,15000,1000,3,0.5651682977035779,0.7517783750299318,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.30,fate_core,15000,1000,4,0.45803042462135046,0.6773456378469321,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.30,fate_all,15000,1000,8,0.5683854352548805,0.7539198183234971,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.30,class_counts,15000,1000,15,0.39720823290372076,0.6313731504221934,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.30,class_losses,15000,1000,15,0.5591934208051128,0.7484544401919014,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.30,class_counts_plus_losses,15000,1000,30,0.5652676987288523,0.7524637363905275,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.35,iso_count,15000,1000,1,0.3390959184445358,0.582627364486848,iso_count
leave_condition,HighLife_L64_rho0.35,local_window_loss,15000,1000,1,0.4879819571708557,0.6990917066511206,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.35,local_window_delta_loss_gain,15000,1000,3,0.5052428131734231,0.71176228468177,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.35,fate_core,15000,1000,4,0.4119077946568578,0.6418160579281832,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.35,fate_all,15000,1000,8,0.5106860273387425,0.7158894065140786,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.35,class_counts,15000,1000,15,0.3434007346721719,0.5869744567914055,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.35,class_losses,15000,1000,15,0.4690727124477926,0.6854802064333678,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.35,class_counts_plus_losses,15000,1000,30,0.47343743698678664,0.6894277742986398,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
