rule,n_conditions,mean_raw_slope,sd_raw_slope,cv_raw_slope,mean_std_slope,sd_std_slope,cv_std_slope,mean_resid_R2,min_resid_R2,max_resid_R2,all_raw_slopes_negative
GoL,8,-0.7130610950651018,0.09651773975639925,0.13535690058570915,-0.44066780042949794,0.04634330455112022,0.10516607863303477,0.19606734947749999,0.13900872773076056,0.25452435416601893,True
HighLife,8,-0.6887745491119276,0.10013569956879859,0.14538240371651842,-0.40842513907135714,0.04795213451362882,0.11740740205791682,0.16882307552931894,0.12513244868029016,0.2384379643193253,True
