scope,rule,L,rho,target,null_type,R2,R2_std,deltaR2,deltaR2_ci_low,deltaR2_ci_high
condition,HighLife,128.0,0.35,target_future_density,target_shuffle,-0.006095452052612504,0.004688037912536314,0.0046783176476589364,,
condition,HighLife,128.0,0.35,target_future_live_count,iso_shuffle,-0.01060827608706747,0.014252920551959513,0.00016549361320397117,,
condition,HighLife,128.0,0.35,target_future_live_count,target_shuffle,-0.003782359599778862,0.00512619664129971,0.006991410100492579,,
rule_pooled,GoL,,,target_fine_net,iso_shuffle,0.9943395182409827,0.00020520788959063784,-1.538470156048355e-06,-5.384368287131291e-06,3.00870075935211e-06
rule_pooled,GoL,,,target_fine_net,target_shuffle,0.9943329963732573,0.00024492121707825803,-8.060337881365953e-06,,
rule_pooled,GoL,,,target_delta_components,iso_shuffle,0.9943395182409827,0.00020520788959063784,-1.538470156048355e-06,-5.324148359764358e-06,4.057193628362312e-06
rule_pooled,GoL,,,target_delta_components,target_shuffle,0.9943334654868066,0.00034111518107883933,-7.591224332137436e-06,,
rule_pooled,GoL,,,target_delta_density,iso_shuffle,0.9384927771453866,0.003702959356880379,-4.377551810819114e-06,-2.3127190160837642e-05,2.8207333722121677e-05
rule_pooled,GoL,,,target_delta_density,target_shuffle,0.9291535287985286,0.0027908209837814676,-0.009343625898668773,,
rule_pooled,GoL,,,target_delta_block_var,iso_shuffle,0.03906520148690731,0.007640909932049094,-2.077614189970739e-05,-0.00012029351451578219,9.323521521269125e-05
rule_pooled,GoL,,,target_delta_block_var,target_shuffle,0.03971635819468846,0.008148023739191455,0.0006303805658814457,,
rule_pooled,GoL,,,target_delta_block_entropy,iso_shuffle,0.1751077445563655,0.008511729171381925,9.559501238431967e-05,-9.415404184472675e-05,0.00021273809091842393
rule_pooled,GoL,,,target_delta_block_entropy,target_shuffle,0.1739118449797719,0.01816176246877618,-0.001100304564209259,,
rule_pooled,GoL,,,target_future_density,iso_shuffle,0.014220597822490721,0.0043766018527509635,-1.7880544579185198e-05,-5.617803971738338e-05,5.409983286755441e-05
rule_pooled,GoL,,,target_future_density,target_shuffle,0.01572867956130273,0.010454759279618218,0.0014902011942328226,,
rule_pooled,GoL,,,target_future_live_count,iso_shuffle,0.9632693598554324,0.0012255380328669602,-9.651712145952729e-06,-4.068663068207967e-05,2.4043614672214478e-05
rule_pooled,GoL,,,target_future_live_count,target_shuffle,0.9633618012714461,0.000665971502342926,8.27897038677694e-05,,
rule_pooled,HighLife,,,target_fine_net,iso_shuffle,0.9931457787668629,0.00021882668760951147,-7.308608281908491e-07,-6.512237016456645e-06,7.4597607440191015e-06
rule_pooled,HighLife,,,target_fine_net,target_shuffle,0.9931317021514208,0.00024762163734707275,-1.4807476270362052e-05,,
rule_pooled,HighLife,,,target_delta_components,iso_shuffle,0.9931457787668629,0.00021882668760951147,-7.308608281908491e-07,-5.45734908871387e-06,5.5902794121459556e-06
rule_pooled,HighLife,,,target_delta_components,target_shuffle,0.9931183511635042,0.0003249666936809558,-2.815846418691148e-05,,
rule_pooled,HighLife,,,target_delta_density,iso_shuffle,0.911988556882482,0.0050051132505847815,1.4256504336729314e-05,-3.622478665503415e-05,9.271278592838104e-05
rule_pooled,HighLife,,,target_delta_density,target_shuffle,0.902411977197079,0.003863394202804082,-0.009562323181066312,,
rule_pooled,HighLife,,,target_delta_block_var,iso_shuffle,0.019877978741732805,0.00823398663889391,0.0004590600854874616,-0.00040131937261467753,0.0022775173665658763
rule_pooled,HighLife,,,target_delta_block_var,target_shuffle,0.021206957943159722,0.00518374960277453,0.0017880392869143794,,
rule_pooled,HighLife,,,target_delta_block_entropy,iso_shuffle,0.149070831414232,0.013128512366259015,-6.431322179858978e-05,-0.00018833510641070512,0.00058614146337076
rule_pooled,HighLife,,,target_delta_block_entropy,target_shuffle,0.14703118174354995,0.01886073195490238,-0.002103962892480632,,
rule_pooled,HighLife,,,target_future_density,iso_shuffle,0.09899328673826542,0.011797196482814614,0.00022732546691017763,-5.0031735918049104e-05,0.0005862841018570943
rule_pooled,HighLife,,,target_future_density,target_shuffle,0.0985666047422249,0.008206037431040005,-0.0001993565291303484,,
rule_pooled,HighLife,,,target_future_live_count,iso_shuffle,0.965725124008366,0.0018099254241170995,1.4985205729733941e-05,-2.6111002786591285e-05,7.379464317155415e-05
rule_pooled,HighLife,,,target_future_live_count,target_shuffle,0.9656652634932783,0.0011058101542829467,-4.487530935792794e-05,,
global_pooled,ALL,,,target_fine_net,iso_shuffle,0.9937757215876089,0.00010276434952225099,-3.284505605272159e-07,-3.2370805371023655e-06,3.071562315817844e-06
global_pooled,ALL,,,target_fine_net,target_shuffle,0.9937702739999026,0.00018644088655043458,-5.776038266791517e-06,,
global_pooled,ALL,,,target_delta_components,iso_shuffle,0.9937757215876089,0.00010276434952225099,-3.284505605272159e-07,-3.123512334426981e-06,3.387036048041468e-06
global_pooled,ALL,,,target_delta_components,target_shuffle,0.9937640580815582,0.000250085879286207,-1.1991956611168142e-05,,
global_pooled,ALL,,,target_delta_density,iso_shuffle,0.9277855272741575,0.003078231811109143,-1.9598401602705096e-06,-1.5252640619167757e-05,2.2729891380840466e-05
global_pooled,ALL,,,target_delta_density,target_shuffle,0.9185622911393494,0.0013891340409200462,-0.009225195974968403,,
global_pooled,ALL,,,target_delta_block_var,iso_shuffle,0.35294009355541445,0.014067627626172313,9.283813977423172e-05,-3.636828408361963e-05,0.000542001463471532
global_pooled,ALL,,,target_delta_block_var,target_shuffle,0.3531263093088681,0.017195792128910682,0.00027905389322790963,,
global_pooled,ALL,,,target_delta_block_entropy,iso_shuffle,0.3307403881200825,0.014024191753106494,-0.00015034854189893698,-0.00012621308119624975,0.0001679442102453464
global_pooled,ALL,,,target_delta_block_entropy,target_shuffle,0.3294455332059149,0.017528873360316406,-0.001445203456066524,,
global_pooled,ALL,,,target_future_density,iso_shuffle,0.30467079877627495,0.007392545209877958,4.332025850090071e-05,-0.00022535430870296717,0.00014045536633180278
global_pooled,ALL,,,target_future_density,target_shuffle,0.3050666209051899,0.005110144388308742,0.0004391423874158251,,
global_pooled,ALL,,,target_future_live_count,iso_shuffle,0.96544315017424,0.0008348039722806493,-1.113650193396154e-06,-1.4570197083665913e-05,2.130837492719804e-05
global_pooled,ALL,,,target_future_live_count,target_shuffle,0.9654646227861591,0.0010826730549416037,2.0358961725697178e-05,,
