scope,condition_id,rule,L,rho,horizon,model,n,R2,corr,shuffle_R2,shuffle_corr,features
condition,GoL_L64_rho0.20,GoL,64,0.2,100,class_counts,1000,0.15029050219297424,0.3887049564814122,0.007573085381595179,0.09847975103477505,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.20,GoL,64,0.2,100,iso_plus_class_counts,1000,0.1481644487993945,0.38814989720286236,0.007650323710914897,0.09803684981113728,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.20,GoL,64,0.2,200,iso_count,1000,0.15037608407700398,0.38778707693806913,0.00013254136876339473,0.013293676128818908,iso_count
condition,GoL_L64_rho0.20,GoL,64,0.2,200,class_counts,1000,0.16704738821970655,0.4097526774069373,0.00889762217159007,0.10675538714760817,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.20,GoL,64,0.2,200,iso_plus_class_counts,1000,0.16439469365852932,0.4088228165735506,0.00890534619169736,0.1066672477921672,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,1,iso_count,1000,0.3888716871260388,0.6235964155181287,4.2815420411623784e-05,0.007555608990379223,iso_count
condition,GoL_L64_rho0.25,GoL,64,0.25,1,class_counts,1000,0.40412881989724747,0.6359289455670378,0.006530173103751369,0.09320097091507044,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,1,iso_plus_class_counts,1000,0.40344071545791815,0.6358486120499905,0.006533048889903914,0.09315227583010185,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,5,iso_count,1000,0.28941942773065765,0.5379777178113712,0.0015781175775891887,0.04587108860839006,iso_count
condition,GoL_L64_rho0.25,GoL,64,0.25,5,class_counts,1000,0.2959454099383747,0.5454764256079184,0.008929402900815675,0.10726032433556343,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,5,iso_plus_class_counts,1000,0.2969389586143557,0.5454911902132986,0.009087822196127915,0.10637796588464295,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,10,iso_count,1000,0.28226572048460163,0.5312874013713565,0.0004603163424269363,0.024774081682999133,iso_count
condition,GoL_L64_rho0.25,GoL,64,0.25,10,class_counts,1000,0.28715222077297087,0.5372638239697273,0.012832667396662889,0.1322928004192502,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,10,iso_plus_class_counts,1000,0.28809786174248475,0.5372827362350205,0.012938951008886312,0.1320548383383627,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,25,iso_count,1000,0.23329104292111635,0.4830065038861324,0.0026752520490137544,0.05344037379863343,iso_count
condition,GoL_L64_rho0.25,GoL,64,0.25,25,class_counts,1000,0.2446869613488032,0.4959828573971788,0.00962188211459758,0.11236860497114166,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,25,iso_plus_class_counts,1000,0.24546618978317514,0.4959778468906397,0.009881028907453793,0.11121248345830342,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,50,iso_count,1000,0.18040852690476905,0.4247491091022883,0.00030331199662902986,0.020110096854700683,iso_count
condition,GoL_L64_rho0.25,GoL,64,0.25,50,class_counts,1000,0.18341606149227996,0.42942379782631435,0.009074786696498749,0.11134497340514496,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,50,iso_plus_class_counts,1000,0.18151199271381446,0.4292897428330141,0.009115670335078763,0.11108765225421674,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,100,iso_count,1000,0.1990123728523603,0.4461120820383214,0.0002859323316972695,0.01952544772674659,iso_count
condition,GoL_L64_rho0.25,GoL,64,0.25,100,class_counts,1000,0.20332718228768532,0.452103630275447,0.015436081990353623,0.14330148409502164,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,100,iso_plus_class_counts,1000,0.2012400079093054,0.451976645157766,0.01544350999637023,0.14310620344694483,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,200,iso_count,1000,0.19444317803750888,0.44096112287174505,5.3008334728099626e-05,0.008407007769569758,iso_count
condition,GoL_L64_rho0.25,GoL,64,0.25,200,class_counts,1000,0.2013854111160397,0.45000637673457156,0.012809324553916368,0.13153522252626848,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.25,GoL,64,0.25,200,iso_plus_class_counts,1000,0.19898813711479046,0.44964753417295794,0.012828287995169996,0.13153698901551003,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,1,iso_count,1000,0.4176771090501813,0.6462801024343985,0.000309533213271429,0.020315288603132607,iso_count
condition,GoL_L64_rho0.30,GoL,64,0.3,1,class_counts,1000,0.4422854631846729,0.6652871796849543,0.016847667542891354,0.1501024571296362,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,1,iso_plus_class_counts,1000,0.4415234823059774,0.6652178310153153,0.016899684984726493,0.1499720970596854,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,5,iso_count,1000,0.31552905212001414,0.5617248317496836,0.009059230192651313,0.09567344203930891,iso_count
condition,GoL_L64_rho0.30,GoL,64,0.3,5,class_counts,1000,0.3308041221529847,0.5753588293183663,0.01776805801795378,0.15351644101443787,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,5,iso_plus_class_counts,1000,0.33028242061735646,0.5753209934855529,0.018687775960936515,0.15121179655440092,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,10,iso_count,1000,0.2806503138098443,0.5297692086194766,0.00014176227124973462,0.013748322140038205,iso_count
condition,GoL_L64_rho0.30,GoL,64,0.3,10,class_counts,1000,0.290599641242391,0.53926642971831,0.011951014777021873,0.12622863075432517,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,10,iso_plus_class_counts,1000,0.2901380758516371,0.5392259799560337,0.011974430779015943,0.12613811478344522,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,25,iso_count,1000,0.27598241920612643,0.5253450627562768,0.0002470687720668163,0.01815006968092666,iso_count
condition,GoL_L64_rho0.30,GoL,64,0.3,25,class_counts,1000,0.28559770233012716,0.5359189355891874,0.006120472031968527,0.09269631623537963,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,25,iso_plus_class_counts,1000,0.2866232266877242,0.5359434047615911,0.006140461741015568,0.09233242041885893,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,50,iso_count,1000,0.24323371259024906,0.4931917813238368,0.0003500252701482687,0.02160324883432525,iso_count
condition,GoL_L64_rho0.30,GoL,64,0.3,50,class_counts,1000,0.25993301684356085,0.5113911917541779,0.011376856092220167,0.12201510977860199,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,50,iso_plus_class_counts,1000,0.26089480948728594,0.5113940897908958,0.011424743028116358,0.12182936473334001,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,100,iso_count,1000,0.2545197284767179,0.5045040675415999,2.6610222914058568e-09,5.956534047537477e-05,iso_count
condition,GoL_L64_rho0.30,GoL,64,0.3,100,class_counts,1000,0.27384443442303175,0.5235089496394906,0.010740605826944694,0.12024936212001543,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,100,iso_plus_class_counts,1000,0.273275728127488,0.5234096427900409,0.010743365723233422,0.12026826415267135,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,200,iso_count,1000,0.22543707344009845,0.4748064559120597,0.0003429660821724356,0.021384295863161696,iso_count
condition,GoL_L64_rho0.30,GoL,64,0.3,200,class_counts,1000,0.23459331459781285,0.4858144474292172,0.0060253947870971825,0.09032582662147966,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.30,GoL,64,0.3,200,iso_plus_class_counts,1000,0.23546848720144797,0.4858176920361099,0.0060843010175394285,0.09003969185630069,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,1,iso_count,1000,0.37212429481438836,0.6100205427542137,0.0012910903313790856,0.041490405820768315,iso_count
condition,GoL_L64_rho0.35,GoL,64,0.35,1,class_counts,1000,0.40823490234579474,0.639164831280551,0.016781488129778643,0.15040742733035456,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,1,iso_plus_class_counts,1000,0.40748855526288796,0.6390911730144541,0.01693710181475938,0.14961484957970836,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,5,iso_count,1000,0.35864864450720857,0.5988734294255951,0.0011868713797281716,0.03978058789121471,iso_count
condition,GoL_L64_rho0.35,GoL,64,0.35,5,class_counts,1000,0.39485345989695586,0.628596720662981,0.00859411885115835,0.10937978742448815,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,5,iso_plus_class_counts,1000,0.3941707725206771,0.6285430862208649,0.008767643705273942,0.10826943975685507,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,10,iso_count,1000,0.3251881014115644,0.5702532528100595,3.2883576409736825e-05,0.006621538231138415,iso_count
condition,GoL_L64_rho0.35,GoL,64,0.35,10,class_counts,1000,0.3451334482173405,0.5876900724626496,0.00949042333429051,0.11303871368754859,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,10,iso_plus_class_counts,1000,0.3445865218836328,0.5876544386075588,0.009506553962103315,0.11305406066788226,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,25,iso_count,1000,0.2634948241823468,0.513317998735204,0.0003825304263858076,0.022584077765414847,iso_count
condition,GoL_L64_rho0.35,GoL,64,0.35,25,class_counts,1000,0.28891458276616233,0.5376969073516324,0.009776617644495667,0.11273401388709123,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,25,iso_plus_class_counts,1000,0.28841711103785883,0.537651435611753,0.009804850323883674,0.11245317983308657,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,50,iso_count,1000,0.24095793530988885,0.49087912414831436,0.0015592432473700013,0.04559595372939683,iso_count
condition,GoL_L64_rho0.35,GoL,64,0.35,50,class_counts,1000,0.24913808869804832,0.5006290250726829,0.0041208848266970355,0.07200851331545652,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,50,iso_plus_class_counts,1000,0.2500879317832435,0.5006425704269734,0.004296118665141013,0.07127385914415958,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,100,iso_count,1000,0.21216949835551802,0.46062278967045306,0.0005971067795753626,0.028215994980985044,iso_count
condition,GoL_L64_rho0.35,GoL,64,0.35,100,class_counts,1000,0.2260140846013694,0.47683126441812634,0.010920429819601396,0.12089377360826989,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,100,iso_plus_class_counts,1000,0.2268411115599741,0.47682993279351227,0.011000395389229367,0.12045768953524857,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,200,iso_count,1000,0.23663289448906266,0.48645369265705773,0.0010664131363030682,0.03770787957095317,iso_count
condition,GoL_L64_rho0.35,GoL,64,0.35,200,class_counts,1000,0.26239271036853185,0.5136793005065536,0.017602770884814545,0.15294031529426308,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,GoL_L64_rho0.35,GoL,64,0.35,200,iso_plus_class_counts,1000,0.26325282288720775,0.5136722006684027,0.017782229804184646,0.15248129664080443,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,1,iso_count,1000,0.32902098316904904,0.5736040986655773,1.3174620860922914e-07,0.00041912004410945636,iso_count
condition,HighLife_L128_rho0.20,HighLife,128,0.2,1,class_counts,1000,0.3403582977422831,0.5835769809749726,0.008322711540355798,0.10531663916537547,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,1,iso_plus_class_counts,1000,0.339717517446014,0.5834417904082309,0.008322726550047732,0.10531679524698738,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,5,iso_count,1000,0.2111448251635989,0.4595091539341402,6.322394616453675e-05,0.009181426625858498,iso_count
condition,HighLife_L128_rho0.20,HighLife,128,0.2,5,class_counts,1000,0.22199909531887774,0.47235082728719485,0.012428539185287635,0.13101734168495913,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,5,iso_plus_class_counts,1000,0.2191857579330423,0.47181448334672405,0.01242821731821242,0.13096659560023635,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,10,iso_count,1000,0.17754227311564208,0.42136148352955327,0.0014160185954414928,0.043451407272055494,iso_count
condition,HighLife_L128_rho0.20,HighLife,128,0.2,10,class_counts,1000,0.18955553039278072,0.43655925320539074,0.014183590288108117,0.13585570508580955,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,10,iso_plus_class_counts,1000,0.18657412370607196,0.43552883826983946,0.014327146057569684,0.13515526431085292,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,25,iso_count,1000,0.13864337766565837,0.37235184623742373,0.0009569549564409918,0.035720301537380074,iso_count
condition,HighLife_L128_rho0.20,HighLife,128,0.2,25,class_counts,1000,0.1522912586334132,0.39132559141902307,0.010971770757361554,0.12121489874435505,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,25,iso_plus_class_counts,1000,0.14992894427243164,0.3905997668471414,0.01111674309415045,0.1206667691394957,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,50,iso_count,1000,0.1300163372724351,0.36058105914446525,0.0002494861830607542,0.018238646991519405,iso_count
condition,HighLife_L128_rho0.20,HighLife,128,0.2,50,class_counts,1000,0.13914412666979403,0.3739855090895486,0.013938019881886476,0.13800761038810602,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,50,iso_plus_class_counts,1000,0.13721740097868862,0.37343248981211125,0.013962272585229085,0.13780437660182965,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,100,iso_count,1000,0.12513017454101938,0.3537406517214133,0.002897147310290782,0.05561250062627563,iso_count
condition,HighLife_L128_rho0.20,HighLife,128,0.2,100,class_counts,1000,0.12955514720319394,0.3661905163280094,0.00945005098871321,0.10859975613864199,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,100,iso_plus_class_counts,1000,0.13192064345590349,0.36612550506788416,0.009653925950149023,0.10768207381461663,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,200,iso_count,1000,0.11219414426854546,0.3349569872475782,5.9583528612128234e-05,0.008913175910754993,iso_count
condition,HighLife_L128_rho0.20,HighLife,128,0.2,200,class_counts,1000,0.1249015335499628,0.3544176903619892,0.013974308030083149,0.14439193559068242,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.20,HighLife,128,0.2,200,iso_plus_class_counts,1000,0.12262753576155361,0.35332862586471186,0.013978124976743111,0.14431879715574014,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.25,HighLife,128,0.25,1,iso_count,1000,0.3274819442857346,0.5722609718889503,0.0011915269138056406,0.039858531730872865,iso_count
condition,HighLife_L128_rho0.25,HighLife,128,0.25,1,class_counts,1000,0.3554528674435078,0.5964107426555028,0.0101514129984005,0.11756491702047266,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.25,HighLife,128,0.25,1,iso_plus_class_counts,1000,0.354668307224262,0.5962478959869771,0.010273659359519738,0.11653042041570608,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.25,HighLife,128,0.25,5,iso_count,1000,0.2735477448723723,0.5230226729123831,9.380463336094991e-07,0.0011183597117173072,iso_count
condition,HighLife_L128_rho0.25,HighLife,128,0.25,5,class_counts,1000,0.28338573850951365,0.5338520027387486,0.006980402653594453,0.09736091204287986,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.25,HighLife,128,0.25,5,iso_plus_class_counts,1000,0.2843622647271148,0.5338590025537053,0.006980399163691975,0.09736083176883165,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.25,HighLife,128,0.25,10,iso_count,1000,0.2308850516435137,0.48050936285546464,0.0009200605655679261,0.03502495425774818,iso_count
condition,HighLife_L128_rho0.25,HighLife,128,0.25,10,class_counts,1000,0.23769734571580625,0.48878694097005015,0.013065273069794991,0.1336758629099391,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.25,HighLife,128,0.25,10,iso_plus_class_counts,1000,0.23519553402233517,0.48856634073277083,0.013152857601797407,0.13293595125244245,"iso_count,class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
condition,HighLife_L128_rho0.25,HighLife,128,0.25,25,iso_count,1000,0.22953659420447436,0.47910412839549393,4.8255857185486306e-05,0.008021293094887442,iso_count
