family,n_tasks,n_features,mean_pairwise_abs_cosine,min_pairwise_abs_cosine,max_pairwise_abs_cosine,rank1_cumulative_energy,rank2_cumulative_energy
selection_multi_target,7,4,0.42734649255581775,0.007756327208189995,0.9999999996342406,0.5322585657629689,0.8974703260544872
horizon_fine_net,7,3,0.9992642129812035,0.9972379825114066,0.9999620502419401,0.9993694206928787,0.9999442683380478
