family,singular_index,singular_value,normalized_energy,cumulative_energy
selection_multi_target,1,1.930235716188022,0.5322585657629689,0.5322585657629689
selection_multi_target,2,1.598900339106057,0.3652117602915183,0.8974703260544872
selection_multi_target,3,0.6662674730489985,0.06341605006340041,0.9608863761178876
selection_multi_target,4,0.5232545883351784,0.03911362388211231,1.0
