sample_id,condition_id,rule,L,rho,live_count,density,block_var,block_entropy,components_t0,components_t1,fine_net_1,iso_count,iso_die,iso_survive,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum
5997,GoL_L128_rho0.25,GoL,128,0.25,4092,0.249755859375,0.0027999281883239746,1.2674841950920097,2149,1082,-1067,919,571,348,46,302,746,471,-2058,2090,32
5998,GoL_L128_rho0.25,GoL,128,0.25,4141,0.25274658203125,0.0030737780034542084,1.2674841950920097,2146,1075,-1071,892,538,354,53,301,716,433,-1965,2009,44
5999,GoL_L128_rho0.25,GoL,128,0.25,4096,0.25,0.002529144287109375,1.156417304379132,2112,1061,-1051,861,550,311,47,264,706,480,-1895,1927,32
6000,GoL_L128_rho0.30,GoL,128,0.3,4909,0.29962158203125,0.003613557666540146,1.4413859577050077,2097,1210,-887,905,515,390,50,340,745,516,-1931,1979,48
6001,GoL_L128_rho0.30,GoL,128,0.3,4983,0.30413818359375,0.0038410983979701996,1.3923973086295605,2110,1204,-906,895,503,392,60,332,726,508,-1895,1954,59
6002,GoL_L128_rho0.30,GoL,128,0.3,4998,0.3050537109375,0.0032766908407211304,1.3784523587648936,2094,1213,-881,873,481,392,54,338,731,526,-1897,1955,58
6003,GoL_L128_rho0.30,GoL,128,0.3,4860,0.296630859375,0.003015458583831787,1.2918659447706866,2173,1244,-929,960,535,425,59,366,796,564,-2100,2167,67
6004,GoL_L128_rho0.30,GoL,128,0.3,4916,0.300048828125,0.003510892391204834,1.411144280416605,2050,1194,-856,881,495,386,58,328,715,504,-1893,1940,47
6005,GoL_L128_rho0.30,GoL,128,0.3,4940,0.301513671875,0.003835141658782959,1.4799256579238782,2117,1247,-870,910,482,428,71,357,724,549,-1903,1977,74
6006,GoL_L128_rho0.30,GoL,128,0.3,4905,0.29937744140625,0.0033478103578090668,1.3520403582438207,2171,1202,-969,945,485,460,59,401,789,541,-2130,2177,47
6007,GoL_L128_rho0.30,GoL,128,0.3,4925,0.30059814453125,0.003506150096654892,1.4226637031082585,2048,1196,-852,850,482,368,49,319,699,508,-1770,1795,25
6008,GoL_L128_rho0.30,GoL,128,0.3,4905,0.29937744140625,0.0038074813783168793,1.4407802019262927,2085,1211,-874,909,492,417,52,365,751,493,-1938,1992,54
6009,GoL_L128_rho0.30,GoL,128,0.3,4932,0.301025390625,0.003732621669769287,1.442292592230365,2076,1213,-863,844,457,387,69,318,684,494,-1746,1809,63
6010,GoL_L128_rho0.30,GoL,128,0.3,4899,0.29901123046875,0.003580298274755478,1.4005762887879818,2129,1148,-981,918,508,410,55,355,759,515,-2075,2117,42
6011,GoL_L128_rho0.30,GoL,128,0.3,4923,0.30047607421875,0.0033182166516780853,1.3607234345815389,2094,1287,-807,899,519,380,79,301,700,532,-1787,1852,65
6012,GoL_L128_rho0.30,GoL,128,0.3,4909,0.29962158203125,0.0030623339116573334,1.3538792403616071,2135,1198,-937,911,506,405,56,349,758,504,-1948,1994,46
6013,GoL_L128_rho0.30,GoL,128,0.3,4892,0.298583984375,0.002827584743499756,1.3549284768449403,2074,1209,-865,894,507,387,58,329,738,524,-1912,1954,42
6014,GoL_L128_rho0.30,GoL,128,0.3,4901,0.29913330078125,0.0035378001630306244,1.4249012265180538,2117,1220,-897,916,509,407,54,353,753,515,-2004,2059,55
6015,GoL_L128_rho0.30,GoL,128,0.3,4900,0.299072265625,0.003956735134124756,1.5249593364459513,2081,1182,-899,887,490,397,62,335,742,488,-1908,1955,47
6016,GoL_L128_rho0.30,GoL,128,0.3,4822,0.2943115234375,0.003995046019554138,1.4831775457833998,2073,1179,-894,858,471,387,64,323,689,500,-1861,1900,39
6017,GoL_L128_rho0.30,GoL,128,0.3,4863,0.29681396484375,0.0029211007058620453,1.2653646682113513,2106,1182,-924,899,492,407,47,360,751,497,-1863,1907,44
6018,GoL_L128_rho0.30,GoL,128,0.3,4961,0.30279541015625,0.003620382398366928,1.4321194094790417,2098,1184,-914,919,471,448,87,361,732,497,-1963,2023,60
6019,GoL_L128_rho0.30,GoL,128,0.3,4826,0.2945556640625,0.002863273024559021,1.2599158761038176,2152,1145,-1007,947,543,404,46,358,772,538,-2185,2220,35
6020,GoL_L128_rho0.30,GoL,128,0.3,4948,0.302001953125,0.0032657980918884277,1.4350473260863272,2080,1193,-887,878,490,388,54,334,737,505,-1922,1974,52
6021,GoL_L128_rho0.30,GoL,128,0.3,4969,0.30328369140625,0.003116544336080551,1.3296180479655815,2124,1185,-939,936,502,434,64,370,770,543,-2041,2105,64
6022,GoL_L128_rho0.30,GoL,128,0.3,4958,0.3026123046875,0.0031294673681259155,1.3760123060850815,2111,1231,-880,921,505,416,68,348,771,515,-1879,1938,59
6023,GoL_L128_rho0.30,GoL,128,0.3,4925,0.30059814453125,0.003250565379858017,1.3985130287473746,2054,1225,-829,863,477,386,58,328,701,494,-1748,1814,66
6024,GoL_L128_rho0.30,GoL,128,0.3,4918,0.3001708984375,0.003178223967552185,1.2756746841855564,2096,1233,-863,890,483,407,58,349,727,519,-1773,1844,71
6025,GoL_L128_rho0.30,GoL,128,0.3,5033,0.30718994140625,0.0034460388123989105,1.3488037998262363,2047,1239,-808,863,473,390,63,327,701,472,-1740,1798,58
6026,GoL_L128_rho0.30,GoL,128,0.3,4946,0.3018798828125,0.003572210669517517,1.3949733106742748,2063,1282,-781,870,474,396,67,329,699,507,-1757,1824,67
6027,GoL_L128_rho0.30,GoL,128,0.3,4899,0.29901123046875,0.0030405186116695404,1.319882786273974,2093,1185,-908,892,483,409,60,349,723,505,-1941,1989,48
6028,GoL_L128_rho0.30,GoL,128,0.3,4896,0.298828125,0.003143310546875,1.3662635145145698,2076,1261,-815,902,481,421,75,346,718,499,-1863,1935,72
6029,GoL_L128_rho0.30,GoL,128,0.3,4916,0.300048828125,0.0028795599937438965,1.2324258447630205,2082,1169,-913,827,479,348,50,298,683,471,-1753,1801,48
6030,GoL_L128_rho0.30,GoL,128,0.3,4932,0.301025390625,0.0028838515281677246,1.3335759346178295,2098,1180,-918,896,509,387,64,323,742,519,-1983,2028,45
6031,GoL_L128_rho0.30,GoL,128,0.3,4802,0.2930908203125,0.00264643132686615,1.280791548985953,2125,1133,-992,863,487,376,40,336,726,503,-1896,1928,32
6032,GoL_L128_rho0.30,GoL,128,0.3,4908,0.299560546875,0.0035404562950134277,1.409935487151644,2089,1160,-929,900,509,391,48,343,749,502,-2037,2090,53
6033,GoL_L128_rho0.30,GoL,128,0.3,4882,0.2979736328125,0.003426298499107361,1.4607470487157295,2103,1202,-901,910,522,388,41,347,751,529,-1948,1982,34
6034,GoL_L128_rho0.30,GoL,128,0.3,4912,0.2998046875,0.0035543441772460938,1.4078843826614653,2061,1193,-868,892,486,406,61,345,726,521,-1844,1896,52
6035,GoL_L128_rho0.30,GoL,128,0.3,4960,0.302734375,0.003078460693359375,1.394343481221133,2083,1223,-860,921,505,416,57,359,760,518,-1901,1958,57
6036,GoL_L128_rho0.30,GoL,128,0.3,5024,0.306640625,0.0033168792724609375,1.3737732766368773,2096,1181,-915,896,483,413,58,355,738,538,-1901,1958,57
6037,GoL_L128_rho0.30,GoL,128,0.3,5018,0.3062744140625,0.0031121820211410522,1.2983129728935727,2088,1204,-884,896,478,418,53,365,739,508,-1938,1991,53
6038,GoL_L128_rho0.30,GoL,128,0.3,4970,0.3033447265625,0.0034047216176986694,1.4183400299824216,2051,1261,-790,856,476,380,73,307,683,491,-1724,1777,53
6039,GoL_L128_rho0.30,GoL,128,0.3,4915,0.29998779296875,0.0030640028417110443,1.3714111177712733,2072,1211,-861,871,494,377,62,315,716,483,-1785,1830,45
6040,GoL_L128_rho0.30,GoL,128,0.3,4906,0.2994384765625,0.0034247487783432007,1.4210127776261783,2052,1217,-835,866,482,384,61,323,683,478,-1788,1843,55
6041,GoL_L128_rho0.30,GoL,128,0.3,4981,0.30401611328125,0.0034270547330379486,1.4091283016423604,2098,1215,-883,908,486,422,66,356,748,495,-1887,1940,53
6042,GoL_L128_rho0.30,GoL,128,0.3,4849,0.29595947265625,0.0032616816461086273,1.307208374101076,2093,1142,-951,916,514,402,37,365,785,528,-2062,2107,45
6043,GoL_L128_rho0.30,GoL,128,0.3,4995,0.30487060546875,0.0034923218190670013,1.4572505116337204,2178,1238,-940,972,519,453,66,387,802,554,-2169,2226,57
6044,GoL_L128_rho0.30,GoL,128,0.3,4944,0.3017578125,0.0036687850952148438,1.4342496425365383,2117,1213,-904,872,489,383,52,331,713,505,-1970,2017,47
6045,GoL_L128_rho0.30,GoL,128,0.3,4937,0.30133056640625,0.0033456645905971527,1.4006145160907935,2117,1208,-909,937,506,431,74,357,769,520,-1973,2026,53
6046,GoL_L128_rho0.30,GoL,128,0.3,4945,0.30181884765625,0.003095027059316635,1.3128246160864403,2116,1228,-888,887,480,407,58,349,728,499,-1894,1948,54
6047,GoL_L128_rho0.30,GoL,128,0.3,4921,0.30035400390625,0.003206547349691391,1.3700763305009327,2101,1170,-931,914,532,382,50,332,747,510,-1954,1991,37
6048,GoL_L128_rho0.30,GoL,128,0.3,4959,0.30267333984375,0.003200288861989975,1.394343481221133,2110,1196,-914,886,500,386,77,309,703,484,-1797,1844,47
6049,GoL_L128_rho0.30,GoL,128,0.3,4938,0.3013916015625,0.00289212167263031,1.3334825112716346,2190,1171,-1019,1026,561,465,64,401,855,587,-2313,2361,48
6050,GoL_L128_rho0.30,GoL,128,0.3,4871,0.29730224609375,0.003100212663412094,1.361378715601087,2053,1205,-848,860,478,382,53,329,712,499,-1712,1753,41
6051,GoL_L128_rho0.30,GoL,128,0.3,4898,0.2989501953125,0.003470882773399353,1.3760751088081686,2056,1181,-875,869,499,370,52,318,707,508,-1831,1893,62
6052,GoL_L128_rho0.30,GoL,128,0.3,4939,0.30145263671875,0.003043200820684433,1.3664139365367456,2096,1156,-940,882,447,435,63,372,717,482,-1942,1988,46
6053,GoL_L128_rho0.30,GoL,128,0.3,4970,0.3033447265625,0.0027142614126205444,1.2982232356791792,2115,1222,-893,892,486,406,54,352,757,527,-1902,1948,46
6054,GoL_L128_rho0.30,GoL,128,0.3,4925,0.30059814453125,0.003246750682592392,1.3758365656027527,2007,1143,-864,836,492,344,37,307,675,466,-1766,1798,32
6055,GoL_L128_rho0.30,GoL,128,0.3,4889,0.29840087890625,0.0030351243913173676,1.3252165013349952,2063,1154,-909,873,507,366,44,322,733,507,-1848,1902,54
6056,GoL_L128_rho0.30,GoL,128,0.3,5014,0.3060302734375,0.0034772008657455444,1.4086296331868646,2057,1228,-829,858,469,389,46,343,734,495,-1819,1863,44
6057,GoL_L128_rho0.30,GoL,128,0.3,4894,0.2987060546875,0.0030903667211532593,1.3558665165491022,2176,1170,-1006,948,535,413,53,360,786,539,-2125,2185,60
6058,GoL_L128_rho0.30,GoL,128,0.3,4949,0.30206298828125,0.0030582211911678314,1.3268285759621803,2131,1156,-975,891,471,420,56,364,746,509,-2001,2042,41
6059,GoL_L128_rho0.30,GoL,128,0.3,4877,0.29766845703125,0.003330554813146591,1.3596302277531158,2146,1192,-954,911,487,424,61,363,764,511,-2009,2057,48
6060,GoL_L128_rho0.30,GoL,128,0.3,4885,0.29815673828125,0.0032074712216854095,1.4179397719726237,2114,1131,-983,902,509,393,55,338,737,483,-1940,1982,42
6061,GoL_L128_rho0.30,GoL,128,0.3,4887,0.29827880859375,0.0028046928346157074,1.2485333136843821,2088,1256,-832,871,474,397,63,334,708,489,-1779,1841,62
6062,GoL_L128_rho0.30,GoL,128,0.3,4980,0.303955078125,0.0034441351890563965,1.3891925480473433,2106,1246,-860,920,470,450,67,383,775,524,-1918,1979,61
6063,GoL_L128_rho0.30,GoL,128,0.3,4926,0.3006591796875,0.002985939383506775,1.270030764505649,2158,1184,-974,944,482,462,64,398,787,520,-2099,2158,59
6064,GoL_L128_rho0.30,GoL,128,0.3,4943,0.30169677734375,0.002859707921743393,1.2893850973106296,2117,1271,-846,859,476,383,65,318,690,496,-1687,1737,50
6065,GoL_L128_rho0.30,GoL,128,0.3,4877,0.29766845703125,0.0030272863805294037,1.3276682424133948,2108,1236,-872,903,518,385,66,319,732,513,-1912,1965,53
6066,GoL_L128_rho0.30,GoL,128,0.3,4878,0.2977294921875,0.003499254584312439,1.4022446610132784,2057,1188,-869,842,463,379,53,326,693,488,-1721,1772,51
6067,GoL_L128_rho0.30,GoL,128,0.3,5069,0.30938720703125,0.0036209486424922943,1.4282000050733432,2017,1210,-807,848,447,401,69,332,705,507,-1778,1820,42
6068,GoL_L128_rho0.30,GoL,128,0.3,4953,0.30230712890625,0.003528650850057602,1.355976172397664,2082,1182,-900,872,492,380,52,328,717,521,-1826,1870,44
6069,GoL_L128_rho0.30,GoL,128,0.3,4996,0.304931640625,0.0033454298973083496,1.3222906627937319,2109,1210,-899,934,500,434,49,385,789,552,-2030,2080,50
6070,GoL_L128_rho0.30,GoL,128,0.3,4931,0.30096435546875,0.0029024742543697357,1.3094981268370887,2100,1213,-887,899,498,401,49,352,743,521,-1926,1981,55
6071,GoL_L128_rho0.30,GoL,128,0.3,4876,0.297607421875,0.003125607967376709,1.3786482910636497,2064,1218,-846,854,454,400,55,345,706,501,-1857,1904,47
6072,GoL_L128_rho0.30,GoL,128,0.3,4879,0.29779052734375,0.003511544317007065,1.3441745350553103,2107,1194,-913,927,487,440,61,379,759,500,-2027,2074,47
6073,GoL_L128_rho0.30,GoL,128,0.3,4831,0.29486083984375,0.0030543766915798187,1.2916723409125475,2128,1160,-968,926,516,410,65,345,737,513,-2103,2154,51
6074,GoL_L128_rho0.30,GoL,128,0.3,4907,0.29949951171875,0.00342729315161705,1.3822992447398974,2147,1213,-934,940,522,418,72,346,762,514,-1926,1985,59
6075,GoL_L128_rho0.30,GoL,128,0.3,4825,0.29449462890625,0.003109987825155258,1.2735529838636839,2151,1174,-977,892,476,416,58,358,740,526,-1938,1974,36
6076,GoL_L128_rho0.30,GoL,128,0.3,4977,0.30377197265625,0.0027095042169094086,1.2712413618239704,2142,1267,-875,941,528,413,73,340,757,562,-1911,1979,68
6077,GoL_L128_rho0.30,GoL,128,0.3,4991,0.30462646484375,0.0029296837747097015,1.33302490847571,2071,1188,-883,854,484,370,45,325,708,497,-1762,1803,41
6078,GoL_L128_rho0.30,GoL,128,0.3,4985,0.30426025390625,0.003087814897298813,1.4257423746857034,2051,1231,-820,836,461,375,57,318,697,472,-1721,1777,56
6079,GoL_L128_rho0.30,GoL,128,0.3,5052,0.308349609375,0.002851426601409912,1.3720933837561555,2073,1200,-873,894,489,405,53,352,726,505,-1884,1937,53
6080,GoL_L128_rho0.30,GoL,128,0.3,4880,0.2978515625,0.0033597946166992188,1.3492705577048412,2053,1237,-816,842,491,351,49,302,688,490,-1809,1862,53
6081,GoL_L128_rho0.30,GoL,128,0.3,4983,0.30413818359375,0.003171619027853012,1.3609176733185497,2066,1198,-868,857,474,383,59,324,689,507,-1852,1897,45
6082,GoL_L128_rho0.30,GoL,128,0.3,4892,0.298583984375,0.003388345241546631,1.3648967054283292,2086,1212,-874,896,486,410,74,336,706,480,-1947,1986,39
6083,GoL_L128_rho0.30,GoL,128,0.3,4964,0.302978515625,0.0033444762229919434,1.3944427195888096,2063,1208,-855,862,482,380,40,340,731,513,-1814,1854,40
6084,GoL_L128_rho0.30,GoL,128,0.3,4876,0.297607421875,0.003270566463470459,1.3946403874655702,2076,1175,-901,876,496,380,58,322,716,497,-1911,1954,43
6085,GoL_L128_rho0.30,GoL,128,0.3,4949,0.30206298828125,0.003815438598394394,1.450537598715183,2101,1206,-895,880,499,381,70,311,727,493,-1822,1875,53
6086,GoL_L128_rho0.30,GoL,128,0.3,4749,0.28985595703125,0.002749767154455185,1.246117585857774,2073,1187,-886,854,495,359,41,318,691,459,-1873,1914,41
6087,GoL_L128_rho0.30,GoL,128,0.3,4959,0.30267333984375,0.0032479725778102875,1.3926317595093214,2066,1123,-943,875,439,436,57,379,734,491,-2006,2056,50
6088,GoL_L128_rho0.30,GoL,128,0.3,4994,0.3048095703125,0.003692612051963806,1.423031568972419,2133,1192,-941,937,479,458,65,393,778,510,-2061,2121,60
6089,GoL_L128_rho0.30,GoL,128,0.3,4954,0.3023681640625,0.003126487135887146,1.32019815142089,2105,1176,-929,916,481,435,76,359,721,522,-1965,2029,64
6090,GoL_L128_rho0.30,GoL,128,0.3,4945,0.30181884765625,0.0035661421716213226,1.4273742887248646,2101,1181,-920,875,477,398,62,336,717,485,-1876,1916,40
6091,GoL_L128_rho0.30,GoL,128,0.3,4896,0.298828125,0.0034008026123046875,1.3137673548986488,2131,1163,-968,940,517,423,62,361,777,536,-2072,2128,56
6092,GoL_L128_rho0.30,GoL,128,0.3,4969,0.30328369140625,0.003627713769674301,1.3528713855547518,2066,1218,-848,858,479,379,56,323,718,514,-1810,1866,56
6093,GoL_L128_rho0.30,GoL,128,0.3,4977,0.30377197265625,0.0033961497247219086,1.3645630471613122,2043,1218,-825,867,489,378,53,325,711,493,-1892,1941,49
6094,GoL_L128_rho0.30,GoL,128,0.3,4977,0.30377197265625,0.002944108098745346,1.256123876561518,2127,1198,-929,895,478,417,69,348,740,516,-1905,1966,61
6095,GoL_L128_rho0.30,GoL,128,0.3,4743,0.28948974609375,0.0032842718064785004,1.3624219805354327,2132,1195,-937,929,502,427,69,358,735,531,-2012,2065,53
6096,GoL_L128_rho0.30,GoL,128,0.3,4984,0.30419921875,0.0033566951751708984,1.4194970788986765,2097,1198,-899,904,503,401,60,341,733,495,-2013,2057,44
6097,GoL_L128_rho0.30,GoL,128,0.3,4989,0.30450439453125,0.0034961365163326263,1.4833602890909185,2085,1205,-880,847,467,380,55,325,700,477,-1730,1781,51
6098,GoL_L128_rho0.30,GoL,128,0.3,4931,0.30096435546875,0.0032248161733150482,1.3932532555608779,1982,1193,-789,804,461,343,55,288,647,420,-1575,1630,55
6099,GoL_L128_rho0.30,GoL,128,0.3,4966,0.3031005859375,0.0032552331686019897,1.330218871182038,2106,1212,-894,889,489,400,66,334,724,508,-1953,1992,39
6100,GoL_L128_rho0.30,GoL,128,0.3,4888,0.29833984375,0.003183126449584961,1.30579478464489,2140,1234,-906,945,496,449,68,381,789,546,-2013,2073,60
6101,GoL_L128_rho0.30,GoL,128,0.3,4825,0.29449462890625,0.0032034479081630707,1.3223584046780863,2107,1221,-886,866,481,385,50,335,729,493,-1874,1932,58
6102,GoL_L128_rho0.30,GoL,128,0.3,4973,0.30352783203125,0.0033613108098506927,1.3637157204433688,2088,1185,-903,876,480,396,46,350,743,505,-1955,2005,50
6103,GoL_L128_rho0.30,GoL,128,0.3,4855,0.29632568359375,0.0034930072724819183,1.2913872664250967,2119,1201,-918,908,484,424,61,363,757,518,-1927,1984,57
6104,GoL_L128_rho0.30,GoL,128,0.3,4957,0.30255126953125,0.0034801624715328217,1.4356477864873312,2088,1207,-881,900,501,399,62,337,726,500,-2066,2103,37
6105,GoL_L128_rho0.30,GoL,128,0.3,4902,0.2991943359375,0.0033916085958480835,1.3363959200204945,2065,1211,-854,893,479,414,67,347,726,483,-1900,1944,44
6106,GoL_L128_rho0.30,GoL,128,0.3,4903,0.29925537109375,0.003647860139608383,1.4586624971294173,2075,1203,-872,867,499,368,55,313,712,496,-1842,1895,53
6107,GoL_L128_rho0.30,GoL,128,0.3,4964,0.302978515625,0.003197610378265381,1.3164768120994481,2103,1151,-952,919,497,422,55,367,756,518,-1958,2006,48
6108,GoL_L128_rho0.30,GoL,128,0.3,4975,0.30364990234375,0.003105994313955307,1.394209024939673,2103,1266,-837,901,496,405,69,336,717,536,-1904,1950,46
6109,GoL_L128_rho0.30,GoL,128,0.3,4898,0.2989501953125,0.0033926814794540405,1.4183439392493298,2105,1199,-906,888,484,404,66,338,716,504,-1765,1814,49
6110,GoL_L128_rho0.30,GoL,128,0.3,4755,0.29022216796875,0.0030885599553585052,1.3121755568065314,2083,1179,-904,881,478,403,51,352,728,500,-1983,2020,37
6111,GoL_L128_rho0.30,GoL,128,0.3,4912,0.2998046875,0.0035810470581054688,1.4537303361788863,2142,1192,-950,940,519,421,64,357,770,540,-2030,2065,35
6112,GoL_L128_rho0.30,GoL,128,0.3,4855,0.29632568359375,0.0034205280244350433,1.3354034148274572,2133,1178,-955,910,514,396,51,345,761,522,-2118,2155,37
6113,GoL_L128_rho0.30,GoL,128,0.3,4945,0.30181884765625,0.003438349813222885,1.450121426231981,2088,1203,-885,895,468,427,76,351,712,505,-1900,1952,52
6114,GoL_L128_rho0.30,GoL,128,0.3,4790,0.2923583984375,0.003094300627708435,1.262565058112485,2103,1169,-934,922,515,407,62,345,749,514,-1986,2029,43
6115,GoL_L128_rho0.30,GoL,128,0.3,5055,0.30853271484375,0.003065582364797592,1.3753401605703124,2059,1231,-828,874,516,358,49,309,699,491,-1807,1860,53
6116,GoL_L128_rho0.30,GoL,128,0.3,4894,0.2987060546875,0.0030255168676376343,1.2822292875751695,2088,1198,-890,871,485,386,51,335,719,506,-1912,1969,57
6117,GoL_L128_rho0.30,GoL,128,0.3,4868,0.297119140625,0.003164231777191162,1.4169255320557825,2137,1196,-941,885,489,396,72,324,707,524,-1924,1982,58
6118,GoL_L128_rho0.30,GoL,128,0.3,4934,0.3011474609375,0.0026901811361312866,1.2980564849465417,2076,1251,-825,856,471,385,68,317,684,469,-1655,1724,69
6119,GoL_L128_rho0.30,GoL,128,0.3,4809,0.29351806640625,0.003560241311788559,1.395578888059956,2068,1173,-895,851,471,380,58,322,704,471,-1840,1884,44
6120,GoL_L128_rho0.30,GoL,128,0.3,4941,0.30157470703125,0.0034349821507930756,1.3982607077463698,2104,1208,-896,910,516,394,46,348,760,530,-1926,1968,42
6121,GoL_L128_rho0.30,GoL,128,0.3,4945,0.30181884765625,0.003476496785879135,1.3790936931219908,2069,1160,-909,863,483,380,54,326,709,503,-1867,1923,56
6122,GoL_L128_rho0.30,GoL,128,0.3,4883,0.29803466796875,0.0038257502019405365,1.4604927030968038,2118,1206,-912,899,495,404,52,352,761,510,-1837,1889,52
6123,GoL_L128_rho0.30,GoL,128,0.3,5003,0.30535888671875,0.002921607345342636,1.350761340085156,2136,1211,-925,936,533,403,62,341,780,556,-2067,2114,47
6124,GoL_L128_rho0.30,GoL,128,0.3,4886,0.2982177734375,0.003337964415550232,1.400627031085379,2102,1174,-928,883,491,392,52,340,725,504,-1891,1946,55
6125,GoL_L128_rho0.30,GoL,128,0.3,4962,0.3028564453125,0.0035366863012313843,1.445714346925033,2145,1252,-893,960,544,416,65,351,783,582,-1961,2026,65
6126,GoL_L128_rho0.30,GoL,128,0.3,4933,0.30108642578125,0.003275301307439804,1.4191642267930729,2069,1241,-828,885,486,399,66,333,740,484,-1829,1886,57
6127,GoL_L128_rho0.30,GoL,128,0.3,4943,0.30169677734375,0.0029913149774074554,1.3482130004148687,2125,1162,-963,896,479,417,60,357,756,509,-1993,2026,33
6128,GoL_L128_rho0.30,GoL,128,0.3,4941,0.30157470703125,0.003795471042394638,1.4064122945774808,2042,1225,-817,862,472,390,58,332,715,487,-1727,1791,64
6129,GoL_L128_rho0.30,GoL,128,0.3,4799,0.29290771484375,0.003069397062063217,1.281616061709916,2094,1181,-913,896,525,371,54,317,706,503,-1854,1916,62
