sample_id,condition_id,rule,L,rho,live_count,density,block_var,block_entropy,components_t0,components_t1,fine_net_1,iso_count,iso_die,iso_survive,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum
1125,GoL_L64_rho0.25,GoL,64,0.25,1024,0.25,0.00292205810546875,1.0584529765312571,545,284,-261,248,149,99,15,84,196,127,-542,552,10
1126,GoL_L64_rho0.25,GoL,64,0.25,1035,0.252685546875,0.0029415488243103027,1.2405872936550921,511,285,-226,207,128,79,18,61,157,102,-430,440,10
1127,GoL_L64_rho0.25,GoL,64,0.25,1077,0.262939453125,0.0032925009727478027,1.318475705673696,559,227,-332,245,143,102,3,99,208,137,-639,645,6
1128,GoL_L64_rho0.25,GoL,64,0.25,1013,0.247314453125,0.0027965903282165527,1.2891886545136142,526,279,-247,216,135,81,12,69,173,114,-447,465,18
1129,GoL_L64_rho0.25,GoL,64,0.25,1033,0.252197265625,0.004027307033538818,1.4832454149104457,549,271,-278,254,162,92,15,77,189,137,-521,534,13
1130,GoL_L64_rho0.25,GoL,64,0.25,1051,0.256591796875,0.0030578970909118652,1.3599593578414393,530,266,-264,215,138,77,13,64,154,104,-489,503,14
1131,GoL_L64_rho0.25,GoL,64,0.25,1055,0.257568359375,0.0033645033836364746,1.3138678551534173,516,275,-241,225,127,98,17,81,171,111,-442,450,8
1132,GoL_L64_rho0.25,GoL,64,0.25,1041,0.254150390625,0.002305924892425537,1.0007858783600683,526,264,-262,198,123,75,8,67,161,121,-467,473,6
1133,GoL_L64_rho0.25,GoL,64,0.25,1017,0.248291015625,0.002343118190765381,0.9635660159975961,530,260,-270,202,127,75,12,63,158,101,-440,453,13
1134,GoL_L64_rho0.25,GoL,64,0.25,1048,0.255859375,0.003833770751953125,1.3138678551534173,497,252,-245,188,114,74,6,68,150,82,-443,449,6
1135,GoL_L64_rho0.25,GoL,64,0.25,966,0.23583984375,0.002599477767944336,1.1445487394531797,537,255,-282,218,138,80,11,69,172,115,-464,469,5
1136,GoL_L64_rho0.25,GoL,64,0.25,1061,0.259033203125,0.0035309195518493652,1.3703957259663055,524,297,-227,223,143,80,14,66,175,114,-397,412,15
1137,GoL_L64_rho0.25,GoL,64,0.25,1062,0.25927734375,0.004384756088256836,1.4657003327670162,531,276,-255,222,128,94,13,81,175,108,-455,466,11
1138,GoL_L64_rho0.25,GoL,64,0.25,1049,0.256103515625,0.003117501735687256,1.3790036808075534,518,283,-235,204,151,53,7,46,159,90,-441,446,5
1139,GoL_L64_rho0.25,GoL,64,0.25,991,0.241943359375,0.0021132826805114746,1.1593058781579302,543,262,-281,223,144,79,13,66,177,127,-488,494,6
1140,GoL_L64_rho0.25,GoL,64,0.25,991,0.241943359375,0.0035704970359802246,1.3346398735540292,543,235,-308,245,138,107,18,89,197,117,-550,560,10
1141,GoL_L64_rho0.25,GoL,64,0.25,1034,0.25244140625,0.003350973129272461,1.3010479687030378,548,283,-265,249,141,108,14,94,196,134,-565,571,6
1142,GoL_L64_rho0.25,GoL,64,0.25,1024,0.25,0.00263214111328125,1.2405872936550921,543,273,-270,241,139,102,13,89,195,119,-583,593,10
1143,GoL_L64_rho0.25,GoL,64,0.25,1038,0.25341796875,0.0039556026458740234,1.3444792747089205,515,266,-249,201,132,69,11,58,162,106,-424,433,9
1144,GoL_L64_rho0.25,GoL,64,0.25,1022,0.24951171875,0.0024869441986083984,1.173718823489222,503,267,-236,199,126,73,7,66,170,100,-386,397,11
1145,GoL_L64_rho0.25,GoL,64,0.25,1063,0.259521484375,0.003300607204437256,1.3786386281349692,512,248,-264,205,120,85,13,72,160,103,-468,475,7
1146,GoL_L64_rho0.25,GoL,64,0.25,989,0.241455078125,0.0026316046714782715,1.2444895268170473,516,251,-265,209,140,69,7,62,167,104,-417,431,14
1147,GoL_L64_rho0.25,GoL,64,0.25,1033,0.252197265625,0.0025929808616638184,1.2085382325345575,531,263,-268,224,137,87,13,74,174,126,-501,507,6
1148,GoL_L64_rho0.25,GoL,64,0.25,1000,0.244140625,0.001544952392578125,0.7629641082282188,542,255,-287,235,158,77,6,71,195,142,-513,521,8
1149,GoL_L64_rho0.25,GoL,64,0.25,1012,0.2470703125,0.0035009384155273438,1.373775746093839,506,263,-243,221,136,85,22,63,159,113,-476,486,10
1150,GoL_L64_rho0.25,GoL,64,0.25,1007,0.245849609375,0.002496659755706787,1.2062802494057476,542,259,-283,239,158,81,3,78,203,137,-583,592,9
1151,GoL_L64_rho0.25,GoL,64,0.25,1068,0.2607421875,0.0034399032592773438,1.3070478990493113,562,286,-276,242,146,96,17,79,201,127,-572,587,15
1152,GoL_L64_rho0.25,GoL,64,0.25,1022,0.24951171875,0.0033414363861083984,1.3476506170220028,507,258,-249,200,125,75,14,61,158,105,-417,430,13
1153,GoL_L64_rho0.25,GoL,64,0.25,1047,0.255615234375,0.0025205016136169434,1.2091691407561969,547,265,-282,255,162,93,10,83,211,146,-575,585,10
1154,GoL_L64_rho0.25,GoL,64,0.25,1028,0.2509765625,0.0024480819702148438,1.2062802494057474,529,254,-275,224,146,78,11,67,179,124,-496,504,8
1155,GoL_L64_rho0.25,GoL,64,0.25,1025,0.250244140625,0.0033301711082458496,1.236277195721486,514,262,-252,205,133,72,9,63,157,110,-446,454,8
1156,GoL_L64_rho0.25,GoL,64,0.25,981,0.239501953125,0.0032963156700134277,1.3936949635424778,524,258,-266,220,122,98,13,85,169,108,-522,528,6
1157,GoL_L64_rho0.25,GoL,64,0.25,1042,0.25439453125,0.0031087398529052734,1.1994602933016414,521,262,-259,204,128,76,10,66,173,105,-460,466,6
1158,GoL_L64_rho0.25,GoL,64,0.25,1038,0.25341796875,0.0021321773529052734,1.0191833309992433,557,271,-286,251,144,107,12,95,205,122,-618,632,14
1159,GoL_L64_rho0.25,GoL,64,0.25,1006,0.24560546875,0.0038716793060302734,1.4329663956801224,533,258,-275,241,147,94,12,82,197,123,-520,532,12
1160,GoL_L64_rho0.25,GoL,64,0.25,1037,0.253173828125,0.003533780574798584,1.2721120723948676,520,256,-264,209,131,78,14,64,164,103,-424,436,12
1161,GoL_L64_rho0.25,GoL,64,0.25,1031,0.251708984375,0.002366006374359131,1.061278124459133,557,277,-280,252,149,103,9,94,208,139,-591,595,4
1162,GoL_L64_rho0.25,GoL,64,0.25,1032,0.251953125,0.003467559814453125,1.3433405190883967,499,263,-236,187,118,69,17,52,142,77,-385,394,9
1163,GoL_L64_rho0.25,GoL,64,0.25,1034,0.25244140625,0.003770589828491211,1.3553757362481913,536,270,-266,223,136,87,15,72,171,116,-469,483,14
1164,GoL_L64_rho0.25,GoL,64,0.25,1037,0.253173828125,0.002763211727142334,1.2638691702262042,521,287,-234,214,131,83,12,71,175,105,-436,445,9
1165,GoL_L64_rho0.25,GoL,64,0.25,1006,0.24560546875,0.0023305416107177734,1.0947431026230343,507,281,-226,206,123,83,12,71,178,118,-430,440,10
1166,GoL_L64_rho0.25,GoL,64,0.25,1052,0.2568359375,0.0025548934936523438,1.1593058781579302,496,252,-244,201,126,75,7,68,167,101,-414,425,11
1167,GoL_L64_rho0.25,GoL,64,0.25,1060,0.2587890625,0.0024709701538085938,1.1879344998393984,536,243,-293,224,134,90,7,83,194,111,-510,515,5
1168,GoL_L64_rho0.25,GoL,64,0.25,1073,0.261962890625,0.002820909023284912,1.1714416385441488,521,257,-264,196,116,80,10,70,156,103,-444,451,7
1169,GoL_L64_rho0.25,GoL,64,0.25,1057,0.258056640625,0.0027541518211364746,1.173718823489222,506,258,-248,191,108,83,20,63,142,92,-366,385,19
1170,GoL_L64_rho0.25,GoL,64,0.25,1021,0.249267578125,0.0038866400718688965,1.4833067988600508,527,254,-273,227,138,89,7,82,198,125,-576,584,8
1171,GoL_L64_rho0.25,GoL,64,0.25,1041,0.254150390625,0.002595841884613037,1.2405872936550921,538,257,-281,223,141,82,8,74,180,127,-527,532,5
1172,GoL_L64_rho0.25,GoL,64,0.25,1036,0.2529296875,0.0028905868530273438,1.1593058781579302,523,289,-234,211,142,69,9,60,154,111,-433,440,7
1173,GoL_L64_rho0.25,GoL,64,0.25,1009,0.246337890625,0.004735887050628662,1.541615921862549,503,267,-236,199,130,69,14,55,158,110,-409,418,9
1174,GoL_L64_rho0.25,GoL,64,0.25,1050,0.25634765625,0.004178762435913086,1.509043038892871,534,271,-263,219,134,85,11,74,181,111,-494,505,11
1175,GoL_L64_rho0.25,GoL,64,0.25,1014,0.24755859375,0.003412008285522461,1.2534328021013377,551,254,-297,241,156,85,14,71,183,122,-494,510,16
1176,GoL_L64_rho0.25,GoL,64,0.25,1015,0.247802734375,0.0028828978538513184,1.2721120723948676,515,248,-267,213,130,83,11,72,174,100,-460,468,8
1177,GoL_L64_rho0.25,GoL,64,0.25,1057,0.258056640625,0.0031508803367614746,1.2811850822169968,526,267,-259,232,128,104,8,96,196,111,-553,557,4
1178,GoL_L64_rho0.25,GoL,64,0.25,1008,0.24609375,0.00261688232421875,1.10007810872141,525,269,-256,222,145,77,7,70,170,107,-498,510,12
1179,GoL_L64_rho0.25,GoL,64,0.25,1019,0.248779296875,0.0027489066123962402,1.2143150341343765,516,253,-263,203,125,78,9,69,154,107,-504,509,5
1180,GoL_L64_rho0.25,GoL,64,0.25,1013,0.247314453125,0.0023235678672790527,0.7769734356069651,524,292,-232,203,140,63,14,49,152,119,-395,403,8
1181,GoL_L64_rho0.25,GoL,64,0.25,1003,0.244873046875,0.0032123923301696777,1.3433405190883967,494,252,-242,181,127,54,7,47,149,92,-392,397,5
1182,GoL_L64_rho0.25,GoL,64,0.25,1039,0.253662109375,0.002119004726409912,1.0191833309992433,524,249,-275,208,143,65,9,56,162,98,-406,413,7
1183,GoL_L64_rho0.25,GoL,64,0.25,1003,0.244873046875,0.0024723410606384277,0.973397117295888,532,259,-273,217,144,73,9,64,178,135,-492,499,7
1184,GoL_L64_rho0.25,GoL,64,0.25,1027,0.250732421875,0.0031618475914001465,1.2405872936550921,525,259,-266,212,134,78,17,61,164,135,-460,466,6
1185,GoL_L64_rho0.25,GoL,64,0.25,1032,0.251953125,0.003467559814453125,1.2770509527335727,537,257,-280,246,145,101,13,88,203,121,-562,574,12
1186,GoL_L64_rho0.25,GoL,64,0.25,1045,0.255126953125,0.0036243796348571777,1.289188654513614,549,265,-284,236,143,93,13,80,181,119,-487,498,11
1187,GoL_L64_rho0.25,GoL,64,0.25,1018,0.24853515625,0.002378225326538086,1.1358885792578717,523,282,-241,202,126,76,10,66,167,113,-410,423,13
1188,GoL_L64_rho0.25,GoL,64,0.25,1001,0.244384765625,0.0021771788597106934,1.173718823489222,530,266,-264,208,139,69,5,64,168,114,-457,461,4
1189,GoL_L64_rho0.25,GoL,64,0.25,1053,0.257080078125,0.0036997199058532715,1.4279049132413888,521,283,-238,215,131,84,8,76,184,107,-464,474,10
1190,GoL_L64_rho0.25,GoL,64,0.25,954,0.23291015625,0.002355337142944336,0.8076055867312477,540,248,-292,216,131,85,14,71,174,112,-495,499,4
1191,GoL_L64_rho0.25,GoL,64,0.25,986,0.24072265625,0.002729177474975586,1.1282955900306861,522,257,-265,224,145,79,7,72,179,120,-518,527,9
1192,GoL_L64_rho0.25,GoL,64,0.25,996,0.2431640625,0.0029058456420898438,1.173718823489222,520,276,-244,198,124,74,11,63,160,108,-422,430,8
1193,GoL_L64_rho0.25,GoL,64,0.25,1012,0.2470703125,0.0030508041381835938,1.2085382325345575,517,276,-241,190,134,56,5,51,144,90,-411,421,10
1194,GoL_L64_rho0.25,GoL,64,0.25,1054,0.25732421875,0.0027387142181396484,1.1282955900306861,541,250,-291,212,121,91,15,76,166,116,-516,522,6
1195,GoL_L64_rho0.25,GoL,64,0.25,1070,0.26123046875,0.0027806758880615234,1.2275765501871185,533,295,-238,216,135,81,17,64,164,107,-439,447,8
1196,GoL_L64_rho0.25,GoL,64,0.25,1014,0.24755859375,0.002977132797241211,1.2405872936550921,533,253,-280,216,123,93,18,75,163,91,-465,472,7
1197,GoL_L64_rho0.25,GoL,64,0.25,1036,0.2529296875,0.0032033920288085938,1.2405872936550921,536,260,-276,234,135,99,18,81,192,128,-492,503,11
1198,GoL_L64_rho0.25,GoL,64,0.25,995,0.242919921875,0.0022730231285095215,1.2062802494057476,506,269,-237,208,129,79,12,67,169,113,-478,479,1
1199,GoL_L64_rho0.25,GoL,64,0.25,1002,0.24462890625,0.003213644027709961,1.2770509527335727,535,269,-266,227,150,77,10,67,186,112,-495,506,11
1200,GoL_L64_rho0.25,GoL,64,0.25,1062,0.25927734375,0.002973318099975586,1.3334373195529923,534,297,-237,218,132,86,17,69,168,119,-411,424,13
1201,GoL_L64_rho0.25,GoL,64,0.25,1019,0.248779296875,0.0031532645225524902,1.244489526817047,517,266,-251,206,126,80,9,71,161,115,-455,464,9
1202,GoL_L64_rho0.25,GoL,64,0.25,1010,0.24658203125,0.0034062862396240234,1.3433405190883967,527,253,-274,240,140,100,12,88,194,121,-544,555,11
1203,GoL_L64_rho0.25,GoL,64,0.25,958,0.23388671875,0.0040433406829833984,1.5432909921989475,524,261,-263,206,142,64,13,51,157,105,-434,446,12
1204,GoL_L64_rho0.25,GoL,64,0.25,991,0.241943359375,0.0020217299461364746,1.168950982189912,514,254,-260,208,127,81,17,64,155,109,-428,439,11
1205,GoL_L64_rho0.25,GoL,64,0.25,1031,0.251708984375,0.003617227077484131,1.427297868854566,504,267,-237,200,134,66,8,58,156,106,-415,424,9
1206,GoL_L64_rho0.25,GoL,64,0.25,1019,0.248779296875,0.0029320120811462402,1.2038341346578212,528,273,-255,221,138,83,12,71,178,110,-515,528,13
1207,GoL_L64_rho0.25,GoL,64,0.25,1054,0.25732421875,0.0022580623626708984,1.1282955900306861,536,299,-237,236,142,94,16,78,180,117,-513,519,6
1208,GoL_L64_rho0.25,GoL,64,0.25,1071,0.261474609375,0.002588212490081787,1.1448583701828743,528,276,-252,233,154,79,11,68,182,129,-509,512,3
1209,GoL_L64_rho0.25,GoL,64,0.25,1025,0.250244140625,0.0027655959129333496,1.10007810872141,555,263,-292,234,145,89,7,82,186,118,-505,512,7
1210,GoL_L64_rho0.25,GoL,64,0.25,989,0.241455078125,0.0025476813316345215,0.946686086912346,533,235,-298,219,133,86,13,73,183,126,-496,507,11
1211,GoL_L64_rho0.25,GoL,64,0.25,1055,0.257568359375,0.0028075575828552246,1.0584529765312574,533,260,-273,212,129,83,11,72,177,111,-451,458,7
1212,GoL_L64_rho0.25,GoL,64,0.25,958,0.23388671875,0.0021359920501708984,0.973397117295888,541,274,-267,240,159,81,15,66,180,129,-498,511,13
1213,GoL_L64_rho0.25,GoL,64,0.25,1082,0.26416015625,0.003087759017944336,1.2240200883153722,516,294,-222,222,121,101,20,81,167,116,-419,439,20
1214,GoL_L64_rho0.25,GoL,64,0.25,1043,0.254638671875,0.002286374568939209,1.1358885792578717,526,258,-268,200,130,70,6,64,162,111,-471,480,9
1215,GoL_L64_rho0.25,GoL,64,0.25,1027,0.250732421875,0.0026659369468688965,1.10007810872141,534,296,-238,236,138,98,14,84,189,137,-492,503,11
1216,GoL_L64_rho0.25,GoL,64,0.25,1014,0.24755859375,0.003450155258178711,1.3275533134947037,536,231,-305,254,161,93,9,84,202,129,-614,621,7
1217,GoL_L64_rho0.25,GoL,64,0.25,996,0.2431640625,0.0032491683959960938,1.3218847866691474,507,287,-220,199,132,67,18,49,146,95,-359,368,9
1218,GoL_L64_rho0.25,GoL,64,0.25,1022,0.24951171875,0.0030896663665771484,1.3177700883153722,521,260,-261,217,132,85,13,72,180,119,-441,451,10
1219,GoL_L64_rho0.25,GoL,64,0.25,990,0.24169921875,0.0028150081634521484,1.2397456953918105,527,259,-268,209,131,78,15,63,145,108,-434,441,7
1220,GoL_L64_rho0.25,GoL,64,0.25,1037,0.253173828125,0.002686917781829834,1.2062802494057474,526,281,-245,212,139,73,8,65,170,121,-450,453,3
1221,GoL_L64_rho0.25,GoL,64,0.25,1075,0.262451171875,0.002496182918548584,1.014097655573916,523,279,-244,226,145,81,10,71,174,121,-464,471,7
1222,GoL_L64_rho0.25,GoL,64,0.25,1024,0.25,0.003631591796875,1.3765865133301731,528,256,-272,211,123,88,12,76,164,118,-498,503,5
1223,GoL_L64_rho0.25,GoL,64,0.25,1024,0.25,0.00254058837890625,1.1358885792578717,510,275,-235,222,142,80,12,68,168,115,-477,487,10
1224,GoL_L64_rho0.25,GoL,64,0.25,1024,0.25,0.00293731689453125,1.3161258382822274,532,265,-267,243,145,98,14,84,191,115,-550,561,11
1225,GoL_L64_rho0.25,GoL,64,0.25,997,0.243408203125,0.0022644400596618652,1.0191833309992433,524,279,-245,202,125,77,12,65,157,96,-454,460,6
1226,GoL_L64_rho0.25,GoL,64,0.25,1031,0.251708984375,0.002938210964202881,1.3218847866691472,520,258,-262,223,142,81,10,71,173,121,-463,474,11
1227,GoL_L64_rho0.25,GoL,64,0.25,989,0.241455078125,0.0028833746910095215,1.2770509527335725,531,244,-287,225,146,79,8,71,175,111,-510,515,5
1228,GoL_L64_rho0.25,GoL,64,0.25,1050,0.25634765625,0.002958059310913086,1.2085382325345575,530,252,-278,242,143,99,14,85,198,124,-566,572,6
1229,GoL_L64_rho0.25,GoL,64,0.25,1015,0.247802734375,0.0021428465843200684,0.9766284625383954,542,258,-284,211,148,63,3,60,177,118,-456,460,4
1230,GoL_L64_rho0.25,GoL,64,0.25,1012,0.2470703125,0.0024099349975585938,1.1108262272199072,529,281,-248,224,140,84,11,73,187,128,-501,509,8
1231,GoL_L64_rho0.25,GoL,64,0.25,1012,0.2470703125,0.0036764144897460938,1.4602107522602448,559,255,-304,249,143,106,14,92,202,125,-569,587,18
1232,GoL_L64_rho0.25,GoL,64,0.25,1037,0.253173828125,0.002976834774017334,1.236277195721486,541,262,-279,249,152,97,9,88,215,138,-586,594,8
1233,GoL_L64_rho0.25,GoL,64,0.25,996,0.2431640625,0.0022039413452148438,1.0584529765312571,513,256,-257,198,129,69,8,61,161,104,-424,429,5
1234,GoL_L64_rho0.25,GoL,64,0.25,1058,0.25830078125,0.0024716854095458984,1.1714416385441488,546,284,-262,234,145,89,12,77,182,118,-528,533,5
1235,GoL_L64_rho0.25,GoL,64,0.25,1008,0.24609375,0.0021209716796875,1.0947431026230343,513,252,-261,203,142,61,5,56,168,100,-456,467,11
1236,GoL_L64_rho0.25,GoL,64,0.25,1050,0.25634765625,0.002622365951538086,1.2607638024414898,534,281,-253,224,140,84,13,71,173,113,-426,440,14
1237,GoL_L64_rho0.25,GoL,64,0.25,981,0.239501953125,0.0027622580528259277,1.2062802494057476,528,244,-284,215,134,81,14,67,157,112,-471,480,9
1238,GoL_L64_rho0.25,GoL,64,0.25,1011,0.246826171875,0.002381742000579834,1.2368965375898615,497,257,-240,184,123,61,12,49,134,105,-407,411,4
1239,GoL_L64_rho0.25,GoL,64,0.25,1016,0.248046875,0.002887725830078125,1.2818187940328827,521,264,-257,208,124,84,12,72,169,117,-468,475,7
1240,GoL_L64_rho0.25,GoL,64,0.25,1045,0.255126953125,0.0028614401817321777,1.2818187940328827,538,274,-264,219,129,90,12,78,179,129,-473,481,8
1241,GoL_L64_rho0.25,GoL,64,0.25,1051,0.256591796875,0.0027222037315368652,1.173718823489222,549,255,-294,232,135,97,7,90,204,128,-616,618,2
1242,GoL_L64_rho0.25,GoL,64,0.25,997,0.243408203125,0.0030655264854431152,1.0441969943018257,526,272,-254,215,134,81,13,68,160,115,-482,492,10
1243,GoL_L64_rho0.25,GoL,64,0.25,969,0.236572265625,0.0033177733421325684,1.2189514568588302,551,237,-314,267,175,92,17,75,200,145,-605,610,5
1244,GoL_L64_rho0.25,GoL,64,0.25,1034,0.25244140625,0.002954244613647461,1.2091691407561969,551,295,-256,242,146,96,12,84,184,136,-553,565,12
1245,GoL_L64_rho0.25,GoL,64,0.25,1028,0.2509765625,0.0022268295288085938,1.01312683782886,512,267,-245,203,128,75,14,61,160,111,-422,426,4
1246,GoL_L64_rho0.25,GoL,64,0.25,1042,0.25439453125,0.0032842159271240234,1.373775746093839,532,280,-252,240,148,92,10,82,188,112,-542,555,13
1247,GoL_L64_rho0.25,GoL,64,0.25,1047,0.255615234375,0.0023145079612731934,0.973397117295888,556,275,-281,264,156,108,22,86,214,153,-571,590,19
1248,GoL_L64_rho0.25,GoL,64,0.25,1017,0.248291015625,0.003861367702484131,1.434847085110384,508,269,-239,214,150,64,5,59,183,117,-445,450,5
1249,GoL_L64_rho0.25,GoL,64,0.25,1003,0.244873046875,0.0031208395957946777,1.173718823489222,536,265,-271,223,138,85,13,72,176,101,-503,507,4
1250,GoL_L64_rho0.25,GoL,64,0.25,1043,0.254638671875,0.002492368221282959,1.1282955900306861,533,258,-275,217,142,75,9,66,174,115,-484,488,4
1251,GoL_L64_rho0.25,GoL,64,0.25,1040,0.25390625,0.00262451171875,1.173718823489222,533,288,-245,238,150,88,8,80,193,129,-526,536,10
1252,GoL_L64_rho0.25,GoL,64,0.25,1033,0.252197265625,0.0026082396507263184,1.2085382325345575,546,258,-288,229,139,90,13,77,186,121,-534,543,9
1253,GoL_L64_rho0.25,GoL,64,0.25,940,0.2294921875,0.0034170150756835938,1.318475705673696,504,243,-261,198,124,74,11,63,165,93,-469,473,4
1254,GoL_L64_rho0.25,GoL,64,0.25,1040,0.25390625,0.00289154052734375,1.3010479687030378,529,259,-270,245,157,88,11,77,198,141,-553,566,13
1255,GoL_L64_rho0.25,GoL,64,0.25,1005,0.245361328125,0.003301084041595459,1.2770509527335725,524,254,-270,207,138,69,7,62,169,103,-457,461,4
1256,GoL_L64_rho0.25,GoL,64,0.25,1035,0.252685546875,0.0023998618125915527,0.9635660159975961,514,257,-257,209,126,83,12,71,171,112,-451,455,4
1257,GoL_L64_rho0.25,GoL,64,0.25,1037,0.253173828125,0.002694547176361084,1.236277195721486,514,292,-222,212,131,81,13,68,159,87,-424,436,12
1258,GoL_L64_rho0.25,GoL,64,0.25,1007,0.245849609375,0.002222001552581787,0.8683927290103626,539,263,-276,235,159,76,8,68,187,139,-520,533,13
1259,GoL_L64_rho0.25,GoL,64,0.25,1008,0.24609375,0.00290679931640625,1.2085382325345575,531,272,-259,226,132,94,15,79,173,102,-467,480,13
1260,GoL_L64_rho0.25,GoL,64,0.25,996,0.2431640625,0.0031194686889648438,1.3032739735130836,547,248,-299,241,147,94,13,81,190,139,-586,593,7
1261,GoL_L64_rho0.25,GoL,64,0.25,1029,0.251220703125,0.0026115775108337402,1.0413426726958375,505,272,-233,207,123,84,14,70,164,108,-452,457,5
1262,GoL_L64_rho0.25,GoL,64,0.25,997,0.243408203125,0.0031570792198181152,1.2038341346578212,542,278,-264,242,158,84,12,72,189,129,-507,519,12
1263,GoL_L64_rho0.25,GoL,64,0.25,988,0.2412109375,0.0029363632202148438,1.2638691702262042,533,256,-277,221,148,73,8,65,176,107,-506,509,3
1264,GoL_L64_rho0.25,GoL,64,0.25,995,0.242919921875,0.0035318732261657715,1.3951653481674726,556,260,-296,249,157,92,9,83,191,144,-564,568,4
1265,GoL_L64_rho0.25,GoL,64,0.25,1046,0.25537109375,0.002778768539428711,1.2971151644679804,528,256,-272,225,135,90,16,74,175,119,-521,531,10
1266,GoL_L64_rho0.25,GoL,64,0.25,1030,0.25146484375,0.002736806869506836,1.1292236798590825,518,250,-268,215,129,86,11,75,171,121,-483,495,12
1267,GoL_L64_rho0.25,GoL,64,0.25,1043,0.254638671875,0.003400266170501709,1.3599593578414393,533,283,-250,227,127,100,19,81,172,115,-491,500,9
1268,GoL_L64_rho0.25,GoL,64,0.25,1072,0.26171875,0.00310516357421875,1.196210650146173,518,245,-273,205,126,79,10,69,169,111,-428,441,13
1269,GoL_L64_rho0.25,GoL,64,0.25,1006,0.24560546875,0.0032918453216552734,1.2275765501871185,539,255,-284,240,165,75,8,67,190,136,-575,580,5
1270,GoL_L64_rho0.25,GoL,64,0.25,1011,0.246826171875,0.002427518367767334,1.0352876825927722,530,247,-283,217,138,79,8,71,180,119,-519,522,3
1271,GoL_L64_rho0.25,GoL,64,0.25,991,0.241943359375,0.0031585097312927246,1.3346398735540292,531,262,-269,219,130,89,10,79,180,107,-474,491,17
1272,GoL_L64_rho0.25,GoL,64,0.25,1036,0.2529296875,0.0025930404663085938,0.9766284625383954,504,262,-242,210,137,73,9,64,162,100,-468,478,10
1273,GoL_L64_rho0.25,GoL,64,0.25,1022,0.24951171875,0.0038526058197021484,1.3138678551534173,537,280,-257,232,162,70,12,58,178,118,-494,510,16
1274,GoL_L64_rho0.25,GoL,64,0.25,1050,0.25634765625,0.002897024154663086,1.3553757362481913,507,271,-236,195,122,73,7,66,163,112,-428,435,7
1275,GoL_L64_rho0.25,GoL,64,0.25,1002,0.24462890625,0.002900838851928711,1.2444895268170473,557,250,-307,246,149,97,18,79,188,115,-552,556,4
1276,GoL_L64_rho0.25,GoL,64,0.25,1015,0.247802734375,0.0028218626976013184,1.267405848701591,520,267,-253,211,134,77,11,66,162,109,-432,437,5
1277,GoL_L64_rho0.25,GoL,64,0.25,980,0.2392578125,0.0032110214233398438,1.2798910588883634,511,252,-259,210,131,79,15,64,146,97,-445,453,8
1278,GoL_L64_rho0.25,GoL,64,0.25,997,0.243408203125,0.0037598013877868652,1.2891886545136142,542,269,-273,237,171,66,12,54,174,117,-518,525,7
1279,GoL_L64_rho0.25,GoL,64,0.25,1008,0.24609375,0.00330352783203125,1.3070478990493113,547,265,-282,238,145,93,13,80,198,128,-523,531,8
1280,GoL_L64_rho0.25,GoL,64,0.25,1013,0.247314453125,0.0031093955039978027,1.2405872936550921,507,267,-240,231,144,87,17,70,174,102,-502,507,5
1281,GoL_L64_rho0.25,GoL,64,0.25,984,0.240234375,0.003482818603515625,1.3703957259663055,541,248,-293,247,144,103,22,81,186,132,-578,586,8
1282,GoL_L64_rho0.25,GoL,64,0.25,1035,0.252685546875,0.0032467246055603027,1.3433405190883967,504,260,-244,196,123,73,11,62,149,108,-370,383,13
1283,GoL_L64_rho0.25,GoL,64,0.25,1063,0.259521484375,0.003788888454437256,1.4070246623568963,531,261,-270,233,144,89,11,78,188,126,-501,515,14
1284,GoL_L64_rho0.25,GoL,64,0.25,1042,0.25439453125,0.0028874874114990234,1.0838975411566854,529,269,-260,217,133,84,13,71,173,123,-466,477,11
1285,GoL_L64_rho0.25,GoL,64,0.25,1047,0.255615234375,0.0031613707542419434,1.2062802494057474,510,256,-254,197,123,74,16,58,146,96,-425,431,6
1286,GoL_L64_rho0.25,GoL,64,0.25,990,0.24169921875,0.0025937557220458984,1.1236683431640182,531,270,-261,228,140,88,18,70,185,109,-480,494,14
1287,GoL_L64_rho0.25,GoL,64,0.25,1047,0.255615234375,0.0032758116722106934,1.2818187940328827,541,243,-298,235,151,84,14,70,177,125,-553,559,6
1288,GoL_L64_rho0.25,GoL,64,0.25,1031,0.251708984375,0.002976357936859131,1.236277195721486,532,274,-258,206,139,67,13,54,162,120,-423,432,9
1289,GoL_L64_rho0.25,GoL,64,0.25,1014,0.24755859375,0.002404928207397461,1.2062802494057476,531,272,-259,232,141,91,15,76,179,117,-469,477,8
1290,GoL_L64_rho0.25,GoL,64,0.25,1006,0.24560546875,0.0033223628997802734,1.2811850822169968,535,263,-272,222,133,89,13,76,176,116,-475,484,9
1291,GoL_L64_rho0.25,GoL,64,0.25,986,0.24072265625,0.003019094467163086,1.1593058781579302,519,273,-246,219,141,78,15,63,168,115,-461,475,14
1292,GoL_L64_rho0.25,GoL,64,0.25,1021,0.249267578125,0.0027574896812438965,1.2405872936550921,540,248,-292,236,146,90,14,76,182,119,-564,566,2
