condition_id,rule,L,rho,horizon,n,resid_R2_iso_embedded,delta_R2_iso_embedded,resid_R2_singleton_comp,delta_R2_singleton_comp,resid_R2_small_comp_2,delta_R2_small_comp_2,resid_R2_small_comp_3,delta_R2_small_comp_3,resid_R2_small_comp_4,delta_R2_small_comp_4,resid_R2_small_comp_le4,delta_R2_small_comp_le4,resid_R2_orth_deg0,delta_R2_orth_deg0,resid_R2_orth_deg0_diag0,delta_R2_orth_deg0_diag0,resid_R2_orth_deg0_diag_ge1,delta_R2_orth_deg0_diag_ge1,resid_R2_moore_deg0,delta_R2_moore_deg0,resid_R2_moore_deg1,delta_R2_moore_deg1,resid_R2_moore_deg2,delta_R2_moore_deg2,resid_R2_boundary_cell,delta_R2_boundary_cell,resid_R2_component_count_t0,delta_R2_component_count_t0,resid_R2_block_var,delta_R2_block_var,resid_R2_block_entropy,delta_R2_block_entropy
GoL_L64_rho0.20,GoL,64,0.2,10,1000,0.19130492208549754,0.20406876178742872,0.3514009255021542,0.3519185958757388,0.0059866165564052,0.006159433065422659,0.006499690166844707,0.007019058025623526,0.016314765182388946,0.017259362762501618,0.3514106423508879,0.36445034233169704,0.3514009255021542,0.3519185958757388,0.044051580668653445,0.05327087933814201,0.19130492208549754,0.20406876178742872,0.044051580668653445,0.05327087933814201,0.05757349895368569,0.05844979907181225,0.006667376197419417,0.011482910219518527,2.002053652905289e-05,0.009739667373409588,0.3355955499068488,0.38952236375155436,0.008585594474374125,0.008781241455226296,0.008881153059090208,0.00888155958875747
GoL_L64_rho0.20,GoL,64,0.2,25,1000,0.1722043432058178,0.18295346731360373,0.27804529540622747,0.277332665001758,0.005862227409538123,0.006007145042380424,0.0026407158965344735,0.0028402333093757726,0.01611361621820262,0.01697786609669849,0.28636889774879315,0.29579815393942577,0.27804529540622747,0.277332665001758,0.02289092950991445,0.02757007553257862,0.1722043432058178,0.18295346731360373,0.02289092950991445,0.02757007553257862,0.03994480633688158,0.04038935123371701,0.0026126952813581017,0.004481587999756287,1.1335663506306659e-05,0.005492391894854398,0.27377929484859853,0.3164921648023268,0.0021313310628425786,0.0021711139646958255,0.0012568361825625596,0.0012518281482721827
GoL_L64_rho0.20,GoL,64,0.2,50,1000,0.1361460643903578,0.1412195677087661,0.22662509378694606,0.2206920622520946,0.005583670285354891,0.005586225513190213,1.6567402572387202e-05,1.7397225955617657e-05,0.008709711420346267,0.00895956854199298,0.2596602431301287,0.26185948716770147,0.22662509378694606,0.2206920622520946,0.02083120763090751,0.024495269266001984,0.1361460643903578,0.1412195677087661,0.02083120763090751,0.024495269266001984,0.05271376821861795,0.05203839127181553,0.0007547143167742076,0.0012639182897975498,1.2127380704218815e-05,0.0057368675790575585,0.2376866766349245,0.2682627936230815,0.004906191833081941,0.004879434287447748,0.004954996617514973,0.004818397694901444
GoL_L64_rho0.20,GoL,64,0.2,100,1000,0.15842936855161427,0.1647535822534989,0.2405860180276852,0.23488673393449044,0.007468828329082022,0.007491358224079536,0.00405679979870488,0.004270891550834377,0.018030759684597775,0.018595452225663944,0.24576307549462972,0.24847853375335494,0.2405860180276852,0.23488673393449044,0.015454270661227953,0.0182190477092683,0.15842936855161427,0.1647535822534989,0.015454270661227953,0.0182190477092683,0.046064734336855984,0.045590857346987645,0.001487491230789617,0.0024974696134344443,6.585163035421893e-06,0.0031230844990761675,0.23613830382270484,0.26719691087609676,0.0024795845605691813,0.002472368836577421,0.002758486566295515,0.0026893017980977874
GoL_L64_rho0.20,GoL,64,0.2,200,1000,0.15154825018353035,0.1560285536000937,0.23105561374566763,0.22333593693435083,0.009817192152485443,0.009748759584560007,0.0019284557683239,0.0020100119119100812,0.037309390299174905,0.038094725861967826,0.23423331545995973,0.23446330874453625,0.23105561374566763,0.22333593693435083,0.015101683150362866,0.017626110741357004,0.15154825018353035,0.1560285536000937,0.015101683150362866,0.017626110741357004,0.03825409278844072,0.03748358117932926,0.0002856612283843596,0.00047484413635690004,1.89536439287874e-06,0.0008899465051319666,0.22925730830575974,0.25682787820172426,0.005812172068567323,0.005737553942354534,0.0033019243074692284,0.0031870565065892364
GoL_L64_rho0.25,GoL,64,0.25,1,1000,0.35229718209517313,0.34601474506690644,0.404040013871636,0.3992941041506375,0.007376485412026734,0.007146541383000082,0.021833761043473676,0.02123664424454219,0.002000019253040386,0.001993444349139617,0.5332236972854394,0.519368989239559,0.404040013871636,0.3992941041506375,0.0060695301575312,0.0071907949858797116,0.35229718209517313,0.34601474506690644,0.0060695301575312,0.0071907949858797116,0.01900143386705755,0.01868222988645063,0.059242615389469955,0.06785167324210939,0.00012965901461980955,0.021665188022484183,0.535701386675188,0.5268745878202219,0.009164994950043304,0.00903629338876788,0.004793071022994977,0.004680018247212092
GoL_L64_rho0.25,GoL,64,0.25,5,1000,0.2709984543681533,0.2716809521123653,0.3886293591548907,0.3920225655787487,0.00996451023671352,0.009853926590512874,0.005254838354861957,0.005217033673963201,0.0023908921070510125,0.0024324104346256092,0.45285699349244024,0.4502301680820161,0.3886293591548907,0.3920225655787487,0.031749378706332654,0.038394056911660535,0.2709984543681533,0.2716809521123653,0.031749378706332654,0.038394056911660535,0.05584547103431359,0.05604504672823152,0.0030870839842921383,0.0036089571314362745,3.45475955734198e-05,0.005892295416471294,0.4673953099712358,0.469219196778356,0.006562495109585398,0.006604409991162852,0.005387173756378205,0.00536910139053981
GoL_L64_rho0.25,GoL,64,0.25,10,1000,0.2724371440847957,0.27538830168295336,0.34844870344358714,0.35440603209949295,0.012767681311397605,0.012730697268920288,4.7584359202823556e-05,4.763380737804468e-05,0.003986494726445855,0.004089355488613333,0.38369673916036473,0.38463465722112633,0.34844870344358714,0.35440603209949295,0.014573189093933459,0.01776929368872937,0.2724371440847957,0.27538830168295336,0.014573189093933459,0.01776929368872937,0.0694552707978916,0.0702815414718635,0.0006651608868177838,0.0007840554437289482,2.594814984213656e-06,0.00044623114089326066,0.40812038890118496,0.4131107586570558,5.40016870739235e-05,5.47972990798673e-05,1.53706721706115e-06,1.5446150919418145e-06
GoL_L64_rho0.25,GoL,64,0.25,25,1000,0.22601472490938246,0.22818928278190798,0.2945731661662102,0.2992504244341252,0.01230185850039689,0.012251527084285119,0.00042433438952571567,0.00042426640192794185,0.0025289255049618653,0.0025910694162663006,0.33665768885521263,0.33707627262863427,0.2945731661662102,0.2992504244341252,0.014027592770455843,0.01708354731920525,0.22601472490938246,0.22818928278190798,0.014027592770455843,0.01708354731920525,0.06343612866602255,0.06411388305874499,0.0021232782551144913,0.002499806097368662,4.588422464424369e-05,0.007881270165908894,0.35342454721879024,0.357317481317763,0.004572655705867179,0.004634465654073883,0.0010276621292297783,0.0010314712004209081
GoL_L64_rho0.25,GoL,64,0.25,50,1000,0.20620975500455196,0.20815992401141903,0.2676505723674997,0.27185615760900894,0.00993668597375208,0.009894422879210163,0.004648531081052565,0.004647030850067568,0.0038466681460858076,0.003940552684906673,0.3180648340011988,0.3184085388821969,0.2676505723674997,0.27185615760900894,0.012397404313845395,0.015095763243953897,0.20620975500455196,0.20815992401141903,0.012397404313845395,0.015095763243953897,0.04456410594949323,0.04503291013603361,0.006441836996222583,0.007582956204896241,1.8632929759565542e-05,0.003199951309467264,0.33496868825062165,0.33860328864922684,0.008360577146120374,0.00847221228778039,0.007306870391345588,0.0073327615659875
GoL_L64_rho0.25,GoL,64,0.25,100,1000,0.1944131889673254,0.19589188133962754,0.24245810770820886,0.24581620405891547,0.010271055472843904,0.010208613841135361,0.007744820514859474,0.007728122058697329,4.000218709276915e-05,4.09033570021311e-05,0.3162107346613391,0.31597189778563095,0.24245810770820886,0.24581620405891547,0.0083822693467559,0.010187994961435076,0.1944131889673254,0.19589188133962754,0.0083822693467559,0.010187994961435076,0.03583638322679927,0.03614696061263378,0.013197562757480852,0.01550691302549101,5.0290946088438204e-05,0.008620944075753867,0.32324413958702314,0.32615227927176615,0.006973213015057156,0.007053364074968926,0.0020673376451100234,0.002070858244495599
GoL_L64_rho0.25,GoL,64,0.25,200,1000,0.18320345928391668,0.18506143076076864,0.23334213868755382,0.23716931714185496,0.013633049806877073,0.013584268444034042,0.016109044837683717,0.016114763570481805,0.00025137746549341866,0.0002576873454251949,0.32757970594115704,0.3281560161551843,0.23334213868755382,0.23716931714185496,0.009469640060638107,0.011538573318885526,0.18320345928391668,0.18506143076076864,0.009469640060638107,0.011538573318885526,0.0527561116036841,0.05334723619852377,0.01276784489596472,0.0150397544578601,6.695004066659127e-05,0.011505550413933197,0.32531604384715085,0.32906884945544446,0.007250431853598305,0.007352224790846629,0.004279524182285055,0.004297599848501865
GoL_L64_rho0.30,GoL,64,0.3,1,1000,0.39993819905464667,0.36913128588679955,0.3777204949315808,0.37160785706231414,0.019038952340160953,0.018272457066925263,0.0323219622950649,0.029809734562753265,0.019695021118403933,0.018187424997826995,0.5139192158693191,0.5228650571311029,0.3777204949315808,0.37160785706231414,0.0005170401786254164,0.0006008397385673936,0.39993819905464667,0.36913128588679955,0.0005170401786254164,0.0006008397385673936,0.0076779202891125164,0.008102888428876076,0.10302423916354497,0.09741892385359519,0.0004637022938674962,0.033681426173195694,0.5664895067393153,0.5362487140610035,0.015370265424994423,0.014336709358002353,0.005144387103645953,0.004942291871098625
GoL_L64_rho0.30,GoL,64,0.3,5,1000,0.3164324403955393,0.3037129898153933,0.31722013538087346,0.3245409338389542,0.042253887887331754,0.0421711045853832,0.01008023789953938,0.009667753508149302,0.0002826941133384775,0.00027147255298487494,0.4128466680424828,0.436795287154233,0.31722013538087346,0.3245409338389542,0.0029041362848803987,0.003509504034936106,0.3164324403955393,0.3037129898153933,0.0029041362848803987,0.003509504034936106,0.039365195963102506,0.04320192267404854,0.014631542917168616,0.014387602640888342,0.00012553824181338324,0.009482474156863985,0.46118277522554596,0.4539853828946414,0.0023303549542322832,0.00226039630185515,0.0008628293238348572,0.0008620134508394717
GoL_L64_rho0.30,GoL,64,0.3,10,1000,0.3323156243761012,0.325682302414122,0.3229473370549839,0.33736612702545465,0.043066837136737535,0.043888658989972185,0.008568659392108713,0.008391289397523205,0.0004491357320112188,0.00044040049870730513,0.418072032610181,0.45164926539342687,0.3229473370549839,0.33736612702545465,0.001377798286241072,0.001700103751078541,0.3323156243761012,0.325682302414122,0.001377798286241072,0.001700103751078541,0.05082625123206208,0.056956037677660554,0.01761339494934444,0.01768489213118818,0.00016285832528095678,0.012560780390972637,0.46146601113771313,0.4638414363264973,0.004690627234218203,0.004645735332316825,0.003484578808587213,0.0035546796634372546
GoL_L64_rho0.30,GoL,64,0.3,25,1000,0.2611152438647063,0.2560722827105556,0.27234724234346297,0.28469490659545094,0.03234878345279357,0.03298786689389377,0.008727646578839288,0.008552634612771892,0.0005322333374662147,0.0005222268725963986,0.35116739906518046,0.3796219632239848,0.27234724234346297,0.28469490659545094,0.004869714544873505,0.006012848163703954,0.2611152438647063,0.2560722827105556,0.004869714544873505,0.006012848163703954,0.03862037897970505,0.04330670768564682,0.023332933857278748,0.02344313233715367,0.00020459794813276755,0.015790463553846834,0.3927231992936141,0.39500566894535805,0.010595159913931451,0.01050069410129073,0.006187857999849444,0.0063165140260811325
GoL_L64_rho0.30,GoL,64,0.3,50,1000,0.23563765808759451,0.2331089621860195,0.23991035380742787,0.2529820066929772,0.024886803099333776,0.02560055138680073,0.00895254442127602,0.008849794341431516,9.545346784389785e-05,9.447845434917834e-05,0.30281706851848833,0.3302185130130413,0.23991035380742787,0.2529820066929772,0.0029364031495162646,0.003657432678013328,0.23563765808759451,0.2331089621860195,0.0029364031495162646,0.003657432678013328,0.02788846822327007,0.03154621256482726,0.03109206578682988,0.03151227762089537,0.00035341245815967426,0.02751435821554038,0.3491653863438695,0.3542679649725894,0.0121380036832891,0.012135053150413744,0.005407732028128054,0.005568474245819521
GoL_L64_rho0.30,GoL,64,0.3,100,1000,0.2323541195681056,0.23081252094228033,0.23612418921380607,0.25002062480355947,0.03296336538468392,0.034049165040113794,0.0014159726860678568,0.0014055175869612802,0.0006874610478287968,0.0006832566682219987,0.2802298400917893,0.3068528491343624,0.23612418921380607,0.25002062480355947,0.002796573943021241,0.0034976929446528526,0.2323541195681056,0.23081252094228033,0.002796573943021241,0.0034976929446528526,0.0354443028096838,0.040259068009091514,0.013427493939829782,0.013665322817749015,0.00027296431403478483,0.021339199331047443,0.32922442671728747,0.3354188478222744,0.009724466700357426,0.009762362408141323,0.00909291015174285,0.009401965798856216
GoL_L64_rho0.30,GoL,64,0.3,200,1000,0.22259643207085877,0.2199929794178056,0.2042559179862733,0.21517491488814677,0.024868345566535943,0.02555662207213738,0.008446173167095838,0.008341094173908159,0.0022348595111081337,0.002209874678769541,0.2755206571788107,0.30015914649343767,0.2042559179862733,0.21517491488814677,1.306014282520529e-05,1.6251181307769258e-05,0.22259643207085877,0.2199929794178056,1.306014282520529e-05,1.6251181307769258e-05,0.036049105889774946,0.04073740973975937,0.02307649856022942,0.023365575307952025,0.00032355567710828925,0.025165346021460144,0.312658932697927,0.31691871675398875,0.01782137652858551,0.01779967257304771,0.01335384126086836,0.013737370507924118
GoL_L64_rho0.35,GoL,64,0.35,1,1000,0.37982540457350233,0.33549190152281505,0.31069480548987827,0.30248432779036916,0.031120204078728175,0.02844477755354058,0.05053498485200292,0.04501567044619148,0.025231783269669128,0.021823595461716416,0.42742740755259057,0.45925943206560293,0.31069480548987827,0.30248432779036916,0.0053166986329910015,0.0056930281469720345,0.37982540457350233,0.33549190152281505,0.0053166986329910015,0.0056930281469720345,0.006540433923424294,0.007589220580775158,0.11364313989134944,0.09930019547030078,0.00066020740147954,0.018754440603669376,0.4805296437854415,0.4751709042214256,0.013490143590527026,0.011657376432521294,0.006198934010769763,0.005418893941439462
GoL_L64_rho0.35,GoL,64,0.35,5,1000,0.3061290369858872,0.2891660133087417,0.29569421564290765,0.30786222570989574,0.05721800844014835,0.055929061656822654,0.018686330723052813,0.017800832106095288,0.007190350136784263,0.006650787719676199,0.38461176604557934,0.44193965670261737,0.29569421564290765,0.30786222570989574,0.001063168058687558,0.001217440927700486,0.3061290369858872,0.2891660133087417,0.001063168058687558,0.001217440927700486,0.02293111649716617,0.028455125419937,0.045556081778898916,0.04256943959097814,0.0005089966810830626,0.015462630096287011,0.4341791870949725,0.45913811501525703,0.011423140252262431,0.010556366199931166,0.005862622987246158,0.005480627613871025
GoL_L64_rho0.35,GoL,64,0.35,10,1000,0.30767475366703,0.2943900634925041,0.2854332884580958,0.301027907927639,0.03740335157398522,0.03703427768006318,0.018579074037605836,0.017927878568264277,0.007260258183038548,0.006802423644898359,0.3515123280171688,0.40913773103666906,0.2854332884580958,0.301027907927639,6.502580053147078e-05,7.542585611264307e-05,0.30767475366703,0.2943900634925041,6.502580053147078e-05,7.542585611264307e-05,0.03288021234745142,0.041329341013544796,0.03823303508550302,0.036189193765584715,0.0005771114773295283,0.017758925733141973,0.41645951559818606,0.4461035701015057,0.014491729516326712,0.013565559837288799,0.008986080728362933,0.008509366072036118
GoL_L64_rho0.35,GoL,64,0.35,25,1000,0.2535205027655689,0.24047635774947418,0.24098225575149435,0.2519504956429409,0.04513615525317727,0.04430430560420329,0.012662191346644258,0.012112721196890885,0.001032732554827387,0.0009592404641183272,0.2947107674754441,0.3400579929146551,0.24098225575149435,0.2519504956429409,0.0004298751784813648,0.0004943162895404418,0.2535205027655689,0.24047635774947418,0.0004298751784813648,0.0004943162895404418,0.03321430151325511,0.041388244225144644,0.02693453905272636,0.025274215982721393,0.000206170393754479,0.006289430064310375,0.3647960654929179,0.38738345405648567,0.00927253076467982,0.008604859769785644,0.0032710871711285616,0.0030707681089603422
GoL_L64_rho0.35,GoL,64,0.35,50,1000,0.2067270139905688,0.2000087353950536,0.20361763746608996,0.21713907332044913,0.029404079196840405,0.029438887202123953,0.012502351878632467,0.01219879691017589,0.001023893851439639,0.0009700340795882889,0.24241744768504292,0.2853075684308617,0.20361763746608996,0.21713907332044913,0.001347498071143871,0.0015804586567282897,0.2067270139905688,0.2000087353950536,0.001347498071143871,0.0015804586567282897,0.016928410683007766,0.021515948695693843,0.02629431457827036,0.025166477560122802,0.0006524381727690542,0.020300969978959693,0.2977440369611749,0.32249755639293154,0.01278422367662757,0.012100750572370367,0.00493274611133343,0.004723197446387273
GoL_L64_rho0.35,GoL,64,0.35,100,1000,0.18468031907469573,0.17807817293703987,0.18303974806067513,0.19453884719976589,0.029600387770448267,0.029535855107389652,0.009968049190769657,0.009693347860260881,0.0007986664892466466,0.0007541120188339079,0.2192426776255566,0.2571655904810862,0.18303974806067513,0.19453884719976589,0.001421728652945764,0.001661919739522344,0.18468031907469573,0.17807817293703987,0.001421728652945764,0.001661919739522344,0.0126945728875284,0.01608054448381835,0.018316827782104417,0.01747226403344293,0.0003343441378756973,0.010368346009981377,0.26740531556588143,0.2886634079462571,0.021510665255543238,0.020292246681109294,0.010341123407736519,0.00986855126935815
GoL_L64_rho0.35,GoL,64,0.35,200,1000,0.19872485981998145,0.19323241968898086,0.19589373785721675,0.20995160533554114,0.037979791997947876,0.038215755373427696,0.017335015562009226,0.016999086336216496,0.002551529569477018,0.002429454241697493,0.25662741120405996,0.30354880087432323,0.19589373785721675,0.20995160533554114,0.0013245414737029781,0.001561336848336481,0.19872485981998145,0.19323241968898086,0.0013245414737029781,0.001561336848336481,0.014737098024328099,0.018824885635676525,0.03707931809720311,0.035667147555339285,0.00041252799209223756,0.012900510892455697,0.30195648366836725,0.3287030816994708,0.010418175308809619,0.009910730582969207,0.006748796526255929,0.006494559998325045
HighLife_L128_rho0.20,HighLife,128,0.2,1,1000,0.3531388846668243,0.37987262880654504,0.520463291826486,0.5186449045282147,0.0010284175465317125,0.0010483044675879682,0.0014116702582974705,0.0014841972996143538,0.015128237607464401,0.016290202830647194,0.5016194856133958,0.5339997294865264,0.520463291826486,0.5186449045282147,0.03176789715073913,0.0365138325437403,0.3531388846668243,0.37987262880654504,0.03176789715073913,0.0365138325437403,0.01844006732988257,0.018655415493067373,0.002186772605841103,0.0036154928265993425,3.245455611222692e-05,0.015309789994296441,0.46690535933675226,0.5614185712722763,0.015592917513300941,0.015659174819774524,0.00537844037664803,0.005359449831550567
HighLife_L128_rho0.20,HighLife,128,0.2,5,1000,0.20703643186724763,0.2198471756912862,0.35676694435503686,0.35095083116657744,0.004634109510640694,0.004663005274364473,0.010881432570758243,0.011293436198421491,0.01674766185032306,0.0178022130248785,0.3659315760241094,0.38454589525981697,0.35676694435503686,0.35095083116657744,0.040186889792392266,0.04559686697126564,0.20703643186724763,0.2198471756912862,0.040186889792392266,0.04559686697126564,0.07102735330213772,0.07093322583740092,0.00874981095156957,0.01428052600751284,1.8675003211621188e-06,0.00086963277734875,0.33869726323320337,0.4020233317125047,0.008689513592932907,0.008614272647647803,0.006792369696653644,0.006681389995583098
HighLife_L128_rho0.20,HighLife,128,0.2,10,1000,0.18432816450272427,0.19886605781184563,0.3165553171097307,0.3163778926292613,0.003908140280796002,0.00399543995142726,0.013134636046331027,0.013850100360653705,0.010347533642665163,0.011175102283501603,0.32279922238165293,0.34464788948524727,0.3165553171097307,0.3163778926292613,0.03526375661602554,0.04065126193304258,0.18432816450272427,0.19886605781184563,0.03526375661602554,0.04065126193304258,0.06914631900791524,0.07015974373956613,0.010211242369532303,0.01693241752729424,5.922315266859712e-06,0.0028019577841209564,0.2967536109451898,0.3578742351713984,0.008818437138414792,0.008881976495386468,0.005595907672438893,0.005592563150335184
HighLife_L128_rho0.20,HighLife,128,0.2,25,1000,0.14933416221404539,0.16108347652527077,0.24979443705476168,0.24961008988149658,0.006602226229636687,0.00674850732295873,0.008120611031339209,0.008561432637915867,0.003924029577270893,0.00423711049845199,0.2810737484391018,0.3000449261256094,0.24979443705476168,0.24961008988149658,0.025467867115201437,0.029353567412004233,0.14933416221404539,0.16108347652527077,0.025467867115201437,0.029353567412004233,0.0626476554719414,0.06355454432383811,0.004090813928319115,0.006782237103689637,1.4347281508619858e-05,0.006786760798890401,0.25391148663424346,0.306153780725129,0.006486359600890834,0.006531935329415539,0.005956331110741231,0.005951713900796629
HighLife_L128_rho0.20,HighLife,128,0.2,50,1000,0.1120731872418732,0.11927100800873713,0.21187155139829605,0.2088783188615495,0.004888222324069047,0.0049295765430256155,0.0018830664413308495,0.00195868555943457,0.007983905918017009,0.00850539075711687,0.2418915816459607,0.2547581569290607,0.21187155139829605,0.2088783188615495,0.03139299825837727,0.035697882272508474,0.1120731872418732,0.11927100800873713,0.03139299825837727,0.035697882272508474,0.03704511093765106,0.03707780609029232,0.0010572494292047097,0.0017293465997026969,1.8304220266607274e-05,0.008542510056400943,0.21946003461528318,0.26106825394153,0.005105099658144763,0.005072083810564232,0.004237210933438984,0.004177193957984882
HighLife_L128_rho0.20,HighLife,128,0.2,100,1000,0.12350510260732817,0.12839394429780904,0.1952076426396806,0.1879940079128487,0.002207027856771626,0.0021741672638176945,0.002573995746796953,0.0026153714337069367,0.006655256139000976,0.0069258025857701355,0.21048338355271157,0.21654673187189744,0.1952076426396806,0.1879940079128487,0.016138234210445357,0.01792636125711755,0.12350510260732817,0.12839394429780904,0.016138234210445357,0.01792636125711755,0.03131756987422929,0.030619469175779734,8.200857057472088e-05,0.00013103590131569032,4.089145526853244e-06,0.001864203441577672,0.1934737548885479,0.2248263214933942,0.0053482129011310775,0.005190597546953946,0.0024628232040624365,0.002371724647304063
HighLife_L128_rho0.20,HighLife,128,0.2,200,1000,0.11927139429295242,0.12537467967357396,0.17554172433786275,0.1709391146988689,0.0004701915200249207,0.000468353564805013,0.0012442913500056996,0.0012783846087230932,0.012098782526561824,0.012730952689604447,0.17539351584791807,0.18245730314812914,0.17554172433786275,0.1709391146988689,0.0106441263928585,0.011955288297424871,0.11927139429295242,0.12537467967357396,0.0106441263928585,0.011955288297424871,0.023464526416934306,0.023197185529782005,7.73661241065815e-05,0.00012499590882242284,9.8211036074769e-06,0.004527254734631669,0.16628294968129143,0.1953829733916248,0.004667311183432554,0.004580251522326773,0.0038527770312803966,0.0037516196903861765
HighLife_L128_rho0.25,HighLife,128,0.25,1,1000,0.3860470319965027,0.3750186009552946,0.43575303099620377,0.43882079306565114,0.0021982830975262324,0.0021267278254882838,0.011692984495981662,0.011626372110220107,5.1195600443865175e-05,5.1382192208904165e-05,0.5185492442180235,0.5052541844884727,0.43575303099620377,0.43882079306565114,0.007485076447354633,0.008878411118648288,0.3860470319965027,0.3750186009552946,0.007485076447354633,0.008878411118648288,0.011757490792361769,0.011736330180946553,0.06045606071600351,0.0749511935594952,0.0001846218794079313,0.03371542418079332,0.5398633714233663,0.5283055201358628,0.008149195301656809,0.007969272397821303,0.005407601873086643,0.005256261091005299
HighLife_L128_rho0.25,HighLife,128,0.25,5,1000,0.27152900849485295,0.26193677797619586,0.3336043951822233,0.33361548532812746,0.026650016975710566,0.025603152233648396,0.0012371693393171679,0.0012215623790919894,0.0008044982948655077,0.0008018124072463051,0.43570205404379825,0.4215772597293398,0.3336043951822233,0.33361548532812746,0.012542091066561234,0.014773269372339803,0.27152900849485295,0.26193677797619586,0.012542091066561234,0.014773269372339803,0.045242410785098275,0.044846759365736344,0.020613610508999347,0.02537817743548043,0.0001192134787405541,0.02161914315939828,0.4439948361387315,0.4314662806301206,0.0013615296267248667,0.0013222047024461503,0.000826601161341034,0.0007978768909122635
HighLife_L128_rho0.25,HighLife,128,0.25,10,1000,0.2915245758233137,0.2883288106418582,0.3246271246388831,0.3328372026759757,0.01986947952254281,0.019571092094819553,0.00010579211498851215,0.00010709579558998428,0.0012235637330505478,0.0012502787826590422,0.38802254707731176,0.38492591650625496,0.3246271246388831,0.3328372026759757,0.004733973512794809,0.005716959448397785,0.2915245758233137,0.2883288106418582,0.004733973512794809,0.005716959448397785,0.05655178458720711,0.057473052394853674,0.007061267507511904,0.008912953674471424,6.745998090007532e-05,0.0125427264650666,0.4062633824367926,0.4047708632463598,0.006210661593949229,0.0061836099683472145,0.004821174303978326,0.004771174820883184
HighLife_L128_rho0.25,HighLife,128,0.25,25,1000,0.21301987116808818,0.21337900955908196,0.26722543803199017,0.2774875898128393,0.025167610563275322,0.025106678632856316,9.306214463367102e-05,9.541373294241762e-05,0.005691062294537752,0.005889688333213794,0.331309931883666,0.3328690023516613,0.26722543803199017,0.2774875898128393,0.01166435340000227,0.014266540251486548,0.21301987116808818,0.21337900955908196,0.01166435340000227,0.014266540251486548,0.027348027188858426,0.028148979878393487,0.011411882331148315,0.01458864574739771,1.8530440793695924e-05,0.0034893954976753516,0.3362349295728403,0.3392837813323909,0.004766995778675898,0.004806928902901242,0.0015510490656239773,0.0015545931221148113
HighLife_L128_rho0.25,HighLife,128,0.25,50,1000,0.20358730675533665,0.20405839849714424,0.24646051052845475,0.2560856897012981,0.006935012590065792,0.0069225600504247975,0.00247062861268299,0.002534647076933627,0.0021846029024757962,0.0022622660603170974,0.2915595099417797,0.2931151798446856,0.24646051052845475,0.2560856897012981,0.008265593340297528,0.010115893091735328,0.20358730675533665,0.20405839849714424,0.008265593340297528,0.010115893091735328,0.02572372250545485,0.026493703585757422,0.0083631318949412,0.010697907518148364,4.43093165511943e-05,0.008348946861632567,0.30026724847525177,0.3031799211024361,0.009264806611755327,0.009348275210173784,0.003796465492685086,0.0038075258611269813
HighLife_L128_rho0.25,HighLife,128,0.25,100,1000,0.14164793526754127,0.14223253897915866,0.21289244080754333,0.22160683201692988,0.006936591990848839,0.006936662515170333,0.0005993722378995203,0.000616015430456418,0.0006204196618325719,0.0006436379811008974,0.2475630322011726,0.24933418671192298,0.21289244080754333,0.22160683201692988,0.023610518757107735,0.028948139921611715,0.14164793526754127,0.14223253897915866,0.023610518757107735,0.028948139921611715,0.010481339985900284,0.0108146035445571,0.011386266294938996,0.014591373258934448,5.3497319091988516e-05,0.01009842401332317,0.26267452884628395,0.2657023348562937,0.011444913172102722,0.01156891341213484,0.008799481901863415,0.00884108253574889
HighLife_L128_rho0.25,HighLife,128,0.25,200,1000,0.15795513257424887,0.1585675920216698,0.21680188117513888,0.22562017142697122,0.017398016184102527,0.017393866017519022,0.00028004218447730267,0.0002877467313175952,0.001910292391533619,0.001981289471371217,0.2603903098803154,0.2621880111130135,0.21680188117513888,0.22562017142697122,0.016051585937797652,0.019675467337118002,0.15795513257424887,0.1585675920216698,0.016051585937797652,0.019675467337118002,0.02951103283433254,0.03044178949045362,0.015597468178628837,0.019983010352087383,9.508137763603042e-05,0.017943577022691448,0.2736273913289038,0.27671261169942607,0.007050328939498418,0.007124943466563116,0.00701980131233737,0.007051234159690001
HighLife_L128_rho0.30,HighLife,128,0.3,1,1000,0.349023485972048,0.31926401249340164,0.325521261196398,0.32837286399592436,0.016519552878173083,0.01515415289754074,0.033394048481711236,0.030429427074077475,0.01740862738840021,0.015839444339238007,0.45670277589804964,0.468249733873328,0.325521261196398,0.32837286399592436,8.61762962013346e-05,0.00010002479836934697,0.349023485972048,0.31926401249340164,8.61762962013346e-05,0.00010002479836934697,0.004126029924005459,0.0042720086231961,0.11775402075741503,0.11018769718842814,0.0003499784999203559,0.024427256756770488,0.5100672739722247,0.4800937492444617,0.018766853716908116,0.017281259460832588,0.011947085980445804,0.011372283779955583
